CUSTOMER_ID,SEGMENT,INDUSTRY,COUNTRY,PLAN,MRR,SUBSCRIPTION_DURATION,CUSTOMER_STATUS,CHURN_LABEL,AVG_MONTHLY_LOGINS,AVG_TICKETS_RAISED,AVG_FEATURE_USAGE
129,SMB,Professional Services,Brazil,Growth,750,316,Churned,1,209,101.2,52.799331041936523000
130,SMB,Media,Canada,Pro,2450,862,Active,0,506.25,245.875,50.966623191990963250
131,SMB,Manufacturing,India,Pro,7154,832,Active,0,488.5,250.5,79.633862180054233333
132,Enterprise,Retail,Germany,Enterprise,891,1069,Active,0,744.153846,366.692308,46.887862329019164538
133,SMB,Financial Services/Fintech,Canada,Enterprise,2376,812,Active,0,1009.25,485,56.958999962324751000
134,SMB,Retail,Canada,Growth,405,984,Active,0,244.75,115.25,60.535926945679750050
135,SMB,Logistics,UK,Pro,5831,952,Active,0,521.5,246,17.866428284723539678
136,SMB,Financial Services/Fintech,USA,Growth,390,1107,Active,0,190,101.5,47.567196372456906200
137,Mid-Market,Logistics,France,Enterprise,9405,450,Active,0,933,477,7.416592362761865000
138,SMB,Education,Singapore,Pro,6762,870,Active,0,503.071429,254.214286,30.604144589506874819
139,SMB,Media,USA,Enterprise,792,294,Churned,1,1018.2,513.6,44.310980934316003330
140,SMB,Education,Japan,Growth,420,1071,Active,0,202.782609,97.565217,49.248078554937581417
141,Mid-Market,Healthcare,USA,Growth,1020,1102,Active,0,198.454545,98.272727,44.034368634262756864
142,SMB,Manufacturing,Canada,Growth,930,480,Active,0,212,111,57.652082494937260000
143,SMB,Retail,UK,Growth,165,626,Active,0,152.2,74,56.036272783308463600
144,SMB,Technology,USA,Growth,480,916,Active,0,201.153846,97.923077,48.807433811211450195
145,SMB,Retail,USA,Enterprise,3663,962,Active,0,1005.357143,515.642857,44.091293396903373286
146,SMB,Retail,UK,Growth,105,795,Active,0,216,100.142857,66.472071829584949143
147,Enterprise,Financial Services/Fintech,USA,Pro,1764,209,Churned,1,377.571429,190.428571,62.133308240087932214
148,Mid-Market,Real Estate,USA,Enterprise,4059,849,Active,0,746,362.6,52.775872934012339693
149,SMB,Technology,USA,Enterprise,8712,1073,Active,0,787.857143,378.714286,37.173080968364203367
150,SMB,Healthcare,USA,Pro,833,63,Churned,1,642,325,47.119297042754832000
151,SMB,Logistics,USA,Growth,165,780,Active,0,153.727273,79.272727,26.314416693271649727
152,SMB,Professional Services,Australia,Growth,1020,401,Active,0,203,130,18.009446450520460000
153,SMB,Logistics,India,Growth,420,985,Active,0,197.105263,103.105263,57.171166205510082526
154,SMB,Manufacturing,USA,Pro,5929,422,Active,0,518,214,50.745838183905455000
155,Enterprise,Media,USA,Pro,2303,814,Active,0,512.384615,256.153846,45.513959127197513338
156,SMB,Manufacturing,Germany,Pro,5096,804,Active,0,613.818182,305.636364,58.706980444947096145
157,Enterprise,Media,USA,Enterprise,8712,1072,Active,0,940.222222,467.5,53.557804559458530444
158,SMB,Retail,France,Enterprise,1881,1003,Active,0,1044.266667,490.6,40.155192369503935733
159,SMB,Financial Services/Fintech,USA,Enterprise,8118,270,Churned,1,976.444444,504.777778,66.532753302998208889
160,SMB,Healthcare,USA,Enterprise,6534,974,Active,0,1016.5,483.1,44.614538988571514970
161,Mid-Market,Real Estate,USA,Growth,855,718,Active,0,180,107,69.331163780156170000
162,SMB,Manufacturing,USA,Growth,1005,785,Active,0,190,100,31.868000753864000000
163,Mid-Market,Financial Services/Fintech,France,Growth,345,460,Active,0,200,98,98.508591838233340000
164,Mid-Market,Logistics,USA,Pro,3136,176,Churned,1,376.833333,183.333333,43.840163122773821333
165,Mid-Market,Real Estate,Brazil,Pro,2989,955,Active,0,628.666667,326,44.732808039423678444
166,Mid-Market,Education,UK,Growth,735,941,Active,0,243.285714,124.571429,55.573071315893375571
167,Mid-Market,Retail,Japan,Enterprise,3168,578,Active,0,975,524,77.318335627323420000
168,Mid-Market,Technology,USA,Growth,225,339,Churned,1,194.727273,101,33.289263048913831753
169,SMB,Technology,USA,Enterprise,4653,789,Active,0,987.636364,490.227273,58.328405759509038545
170,Mid-Market,Professional Services,Australia,Growth,1020,806,Active,0,245.636364,124.318182,50.761040499478844909
171,Enterprise,Retail,USA,Growth,150,114,Churned,1,207.75,103.5,50.908120555158875500
172,SMB,Professional Services,India,Growth,300,429,Active,0,201,98,52.413353619381994000
173,Enterprise,Technology,UK,Growth,975,497,Active,0,239.5,123.5,54.789929175004777500
174,SMB,Healthcare,Germany,Growth,225,648,Active,0,195.833333,96.333333,34.713223440536821250
175,SMB,Logistics,USA,Pro,7252,235,Churned,1,490,261.25,44.040321451212162050
176,SMB,Healthcare,Australia,Growth,330,682,Active,0,151.4,73,42.784870638333969173
177,SMB,Financial Services/Fintech,Australia,Enterprise,5148,655,Active,0,1004.846154,499.461538,49.022814033997688308
178,Mid-Market,Logistics,France,Growth,675,636,Active,0,147.181818,74.545455,41.230796339623467636
179,Enterprise,Technology,USA,Growth,870,1007,Active,0,200.045455,99.545455,53.988208162273993227
180,Mid-Market,Professional Services,Japan,Enterprise,9504,879,Active,0,1026.882353,500.647059,40.686570383305693006
181,Enterprise,Retail,Japan,Growth,225,546,Active,0,252.6,112.6,34.376764159366824460
182,SMB,Retail,India,Pro,4459,256,Churned,1,497,255.111111,43.932413843983856000
183,SMB,Media,Australia,Growth,300,477,Active,0,227,102,34.074084022218740000
184,SMB,Real Estate,UK,Growth,510,851,Active,0,201,94.5,47.979576337284953583
185,Mid-Market,Education,USA,Growth,345,474,Active,0,195,88,87.554990684335520000
186,SMB,Technology,Japan,Pro,2009,529,Active,0,406,228,85.651592151047030000
187,Enterprise,Technology,Japan,Growth,165,966,Active,0,194.4,101,56.573674523533980000
188,SMB,Professional Services,USA,Pro,6027,964,Active,0,634.214286,313.785714,38.727849288781985357
189,Enterprise,Media,UK,Enterprise,693,879,Active,0,758.9,381.2,58.243383378174558600
190,SMB,Manufacturing,Singapore,Growth,120,923,Active,0,264.8,125,59.566606448019464500
191,SMB,Real Estate,USA,Enterprise,4257,646,Active,0,997,466,24.619582566090337000
192,Mid-Market,Healthcare,USA,Growth,120,881,Active,0,199.875,98.875,59.198364374144408625
193,Mid-Market,Healthcare,Brazil,Enterprise,4554,530,Active,0,996,573,17.831037154719255000
194,SMB,Manufacturing,India,Enterprise,8316,902,Active,0,1054.769231,480,46.469127952326512692
195,Enterprise,Media,Singapore,Growth,525,116,Churned,1,212.25,98.75,61.081720348416817500
196,Enterprise,Real Estate,USA,Enterprise,6633,808,Active,0,831,450,84.094532611705420000
197,SMB,Technology,USA,Growth,795,1004,Active,0,235.5,121,32.209030023708591783
198,SMB,Retail,Australia,Growth,780,972,Active,0,207.75,103.5,41.328708264892859250
199,SMB,Technology,Canada,Pro,2156,748,Active,0,569,204,45.228973215947710000
200,SMB,Healthcare,USA,Enterprise,1287,848,Active,0,1067.666667,508,47.809337545897864667
201,Mid-Market,Logistics,Singapore,Enterprise,6138,566,Active,0,953,451,54.774435006254980000
202,SMB,Professional Services,Singapore,Growth,150,865,Active,0,198.333333,98.555556,46.424737445613692333
203,SMB,Professional Services,USA,Pro,1568,937,Active,0,503,233.4,41.620881839117768100
204,SMB,Education,USA,Growth,75,501,Active,0,209,109,26.797281386650795000
205,SMB,Financial Services/Fintech,USA,Growth,945,942,Active,0,197.785714,104.428571,48.337107010823169929
206,SMB,Healthcare,Canada,Pro,2989,201,Churned,1,341,189.142857,30.231224182241082714
207,SMB,Media,USA,Growth,1035,651,Active,0,200.846154,100.538462,53.858173205602111692
208,SMB,Professional Services,Canada,Growth,555,492,Active,0,198.833333,105.333333,53.664054050305450833
209,SMB,Logistics,Canada,Enterprise,8019,1058,Active,0,1220.208333,626.041667,46.439595763974233460
210,Enterprise,Technology,Singapore,Pro,1813,1090,Active,0,640.666667,315.875,57.730994204171742088
211,SMB,Education,USA,Enterprise,6336,395,Active,0,1100,505,13.300839546148547000
212,SMB,Retail,Australia,Growth,960,568,Active,0,214,100.833333,50.624112734950717367
213,SMB,Healthcare,France,Enterprise,1782,465,Active,0,852,475,30.724441678312818000
214,SMB,Financial Services/Fintech,Australia,Growth,960,727,Active,0,147.666667,74.888889,52.157105793491596267
215,SMB,Media,Japan,Pro,3479,144,Churned,1,498.6,249.2,79.754342683335076000
216,Mid-Market,Education,Australia,Pro,4459,563,Active,0,599,248,14.269696005297527000
217,SMB,Retail,Singapore,Enterprise,5148,1072,Active,0,1014.875,479.875,53.805782935925956500
218,Enterprise,Financial Services/Fintech,USA,Growth,510,951,Active,0,202.454545,94.818182,44.480443560709562455
219,SMB,Financial Services/Fintech,Australia,Growth,120,1082,Active,0,151.8,74.6,64.245929593973910800
220,Enterprise,Education,Canada,Pro,1029,579,Active,0,504,269,61.385913701247950000
221,Enterprise,Technology,Brazil,Growth,540,528,Active,0,202,80,10.139255585743134000
222,SMB,Media,USA,Pro,5341,734,Active,0,501.285714,255.571429,60.032458762433971714
223,SMB,Manufacturing,USA,Growth,900,587,Active,0,210,111,50.784794918454520000
224,SMB,Financial Services/Fintech,Australia,Growth,75,999,Active,0,195.428571,100,48.855685150232045071
225,SMB,Professional Services,USA,Growth,255,129,Churned,1,189.75,95.75,46.971911896415279000
226,Enterprise,Manufacturing,Australia,Growth,855,908,Active,0,241,87,91.084823674005850000
227,SMB,Logistics,Brazil,Enterprise,2376,325,Churned,1,966.181818,486.545455,37.407447414792162918
228,SMB,Education,Japan,Growth,885,905,Active,0,150.68,76,56.389434857807904160
229,Mid-Market,Financial Services/Fintech,USA,Pro,4606,667,Active,0,495.1875,239.625,65.753896148007438813
230,Enterprise,Professional Services,USA,Growth,360,188,Churned,1,255.333333,119.333333,47.356400050617243500
231,SMB,Logistics,Australia,Growth,870,425,Active,0,189,104,73.944808177695050000
232,Enterprise,Manufacturing,Australia,Growth,630,115,Churned,1,237.25,128,47.253678111258443250
233,SMB,Retail,Germany,Growth,105,1025,Active,0,146.571429,72.52381,49.202763315944734667
234,Mid-Market,Healthcare,France,Enterprise,9009,912,Active,0,1003.5625,513.75,55.245000105892852681
235,Mid-Market,Manufacturing,Australia,Enterprise,7227,895,Active,0,1004.142857,497.857143,27.605365852037555814
236,Mid-Market,Healthcare,USA,Enterprise,2673,947,Active,0,740.285714,365.928571,53.285699255175073086
237,SMB,Professional Services,France,Pro,4312,552,Active,0,591,232,47.648273259464645000
238,SMB,Financial Services/Fintech,USA,Pro,2450,424,Active,0,513,257,45.926204632155724000
239,SMB,Healthcare,USA,Enterprise,4653,728,Active,0,996.2,470.3,42.441363970498518400
240,SMB,Education,France,Pro,2009,475,Active,0,562,249,25.090076211177916000
241,SMB,Professional Services,Canada,Pro,5733,353,Churned,1,502.272727,258.636364,48.271320036393104818
242,Mid-Market,Financial Services/Fintech,Germany,Pro,1715,989,Active,0,632.466667,314.533333,28.476095883882940633
243,SMB,Professional Services,UK,Pro,2597,894,Active,0,604.6,320,43.781002846578255500
244,SMB,Manufacturing,USA,Pro,980,1051,Active,0,372.5,180.071429,46.324939732133633571
245,Mid-Market,Professional Services,UK,Pro,6027,361,Churned,1,657.416667,310.916667,38.376469528688834817
246,Enterprise,Manufacturing,Australia,Pro,1421,364,Churned,1,642.416667,312.083333,46.947564183975419833
247,SMB,Education,USA,Enterprise,9405,943,Active,0,1011.5,495.454545,61.348448770567135000
248,SMB,Media,Germany,Growth,900,537,Active,0,198.25,101.625,63.955197833184085125
249,Enterprise,Education,France,Pro,3626,408,Active,0,364,213.5,84.212552371480065000
250,Enterprise,Logistics,Canada,Growth,495,517,Active,0,197,104.8,44.129769051037135600
251,SMB,Manufacturing,Singapore,Enterprise,4851,611,Active,0,973.428571,485.428571,34.620230349660555286
252,SMB,Financial Services/Fintech,India,Growth,600,985,Active,0,250.722222,119.111111,60.300123994562416056
253,SMB,Real Estate,Singapore,Growth,540,519,Active,0,215,110,74.849972626649860000
254,Mid-Market,Media,Germany,Enterprise,6237,475,Active,0,1006,441,15.053556587221173000
255,SMB,Education,UK,Pro,2548,820,Active,0,390.909091,200.454545,50.245845283858480045
256,SMB,Real Estate,Canada,Growth,705,898,Active,0,200.692308,94,58.589657169995628077
257,SMB,Retail,Germany,Growth,480,162,Churned,1,148.6,79.2,66.505463774115128000
258,Enterprise,Real Estate,USA,Enterprise,1881,1071,Active,0,757.181818,366.909091,66.977959652516629636
259,SMB,Logistics,France,Growth,285,765,Active,0,190,99,33.082005660959790000
260,SMB,Logistics,Canada,Growth,510,1016,Active,0,153.25,76.25,51.972051227465127500
261,Enterprise,Education,USA,Pro,5978,293,Churned,1,381.3,179.5,34.969621993198927400
262,SMB,Real Estate,Australia,Pro,6272,733,Active,0,478.666667,235.666667,42.686898052495627667
263,SMB,Healthcare,USA,Pro,4312,546,Active,0,551,226,78.053845125741450000
264,Mid-Market,Financial Services/Fintech,USA,Pro,3283,327,Churned,1,340.636364,182.181818,44.706945770499446445
265,SMB,Retail,Singapore,Enterprise,6534,516,Active,0,740.071429,378.428571,47.284206942808841357
266,Mid-Market,Manufacturing,Canada,Enterprise,9108,846,Active,0,1008.833333,496.875,39.329314247310119125
267,SMB,Technology,Canada,Pro,2205,1056,Active,0,501.933333,247.633333,58.946094235953017900
268,SMB,Healthcare,USA,Growth,195,742,Active,0,266.777778,126.611111,53.591946917484631056
269,Enterprise,Retail,Canada,Growth,915,877,Active,0,198.095238,99.857143,57.081367351731342752
270,SMB,Retail,USA,Pro,6909,995,Active,0,499.916667,253.666667,56.984697761576902050
271,Mid-Market,Technology,France,Pro,4557,212,Churned,1,391.285714,188.571429,36.727203259566751571
272,SMB,Logistics,India,Growth,855,474,Active,0,237.25,130.5,65.064275159085731750
273,SMB,Retail,India,Pro,5341,472,Active,0,458,267.333333,57.256161509757326000
274,Mid-Market,Healthcare,USA,Enterprise,8910,128,Churned,1,744,391,40.846053676211294750
275,SMB,Education,Australia,Growth,990,404,Active,0,189,88,57.232691358742390000
276,SMB,Professional Services,India,Pro,4116,955,Active,0,610.277778,314.722222,46.572370750481902167
277,SMB,Professional Services,USA,Pro,1323,248,Churned,1,480.111111,256.444444,54.992883203310808556
278,SMB,Professional Services,USA,Growth,930,909,Active,0,195.428571,95.857143,59.855512217220827286
279,Mid-Market,Healthcare,India,Pro,7350,724,Active,0,588,253,45.096814260422120000
280,Mid-Market,Financial Services/Fintech,France,Growth,90,652,Active,0,211,91,62.039841912678270000
281,Mid-Market,Manufacturing,UK,Pro,2842,741,Active,0,491.666667,269,82.230296400673573333
282,Mid-Market,Technology,USA,Pro,2254,600,Active,0,557,269,14.153629458091777000
283,SMB,Media,Canada,Pro,7007,781,Active,0,482.666667,246.166667,50.534357904856388167
284,SMB,Logistics,UK,Growth,885,941,Active,0,147.3,73.9,48.977549192722011200
285,Mid-Market,Professional Services,Canada,Growth,360,954,Active,0,189.111111,99.555556,51.934815091159363778
286,SMB,Real Estate,UK,Pro,294,106,Churned,1,453.333333,262.333333,35.457333011709368667
287,SMB,Logistics,Australia,Growth,720,473,Active,0,190.5,105,53.569910637932994000
288,Enterprise,Healthcare,Germany,Growth,405,509,Active,0,192.25,105,53.986099693212661750
289,SMB,Financial Services/Fintech,France,Growth,225,470,Active,0,237,126,98.201376262191600000
290,SMB,Financial Services/Fintech,Australia,Pro,3528,476,Active,0,545,183,27.743669924179560000
291,SMB,Professional Services,USA,Enterprise,8514,948,Active,0,1013.266667,485.2,48.781217480944348733
292,Mid-Market,Real Estate,UK,Enterprise,2673,404,Active,0,787,549,1.508796565611791900
293,SMB,Media,USA,Growth,945,846,Active,0,253.333333,126.8,53.023940667701980267
294,SMB,Professional Services,Canada,Growth,105,861,Active,0,205.714286,99.785714,46.808789604409074750
