customer_id,plan,start_date,end_date,is_active,seats,mrr
122,Enterprise,11/22/2022,,TRUE,91,9009
123,Enterprise,5/31/2022,,TRUE,29,2871
124,Growth,4/29/2023,,TRUE,56,840
125,Growth,1/21/2022,,TRUE,25,375
126,Enterprise,3/25/2023,,TRUE,51,5049
127,Pro,7/4/2023,,TRUE,120,5880
128,Enterprise,5/19/2022,,TRUE,79,7821
129,Growth,8/11/2022,6/23/2023,FALSE,50,750
130,Pro,9/4/2022,,TRUE,50,2450
131,Pro,10/4/2022,,TRUE,146,7154
132,Enterprise,2/9/2022,,TRUE,9,891
133,Enterprise,10/24/2022,,TRUE,24,2376
134,Growth,5/5/2022,,TRUE,27,405
135,Pro,6/6/2022,,TRUE,119,5831
136,Growth,1/2/2022,,TRUE,26,390
137,Enterprise,10/21/2023,,TRUE,95,9405
138,Pro,8/27/2022,,TRUE,138,6762
139,Enterprise,4/25/2023,2/13/2024,FALSE,8,792
140,Growth,2/7/2022,,TRUE,28,420
141,Growth,1/7/2022,,TRUE,68,1020
142,Growth,9/21/2023,,TRUE,62,930
143,Growth,4/28/2023,,TRUE,11,165
144,Growth,7/12/2022,,TRUE,32,480
145,Enterprise,5/27/2022,,TRUE,37,3663
146,Growth,11/10/2022,,TRUE,7,105
147,Pro,6/19/2023,1/14/2024,FALSE,36,1764
148,Enterprise,9/17/2022,,TRUE,41,4059
149,Enterprise,2/5/2022,,TRUE,88,8712
150,Pro,9/27/2023,11/29/2023,FALSE,17,833
151,Growth,11/25/2022,,TRUE,11,165
152,Growth,12/9/2023,,TRUE,68,1020
153,Growth,5/4/2022,,TRUE,28,420
154,Pro,11/18/2023,,TRUE,121,5929
155,Pro,10/22/2022,,TRUE,47,2303
156,Pro,11/1/2022,,TRUE,104,5096
157,Enterprise,2/6/2022,,TRUE,88,8712
158,Enterprise,4/16/2022,,TRUE,19,1881
159,Enterprise,7/21/2022,4/17/2023,FALSE,82,8118
160,Enterprise,5/15/2022,,TRUE,66,6534
161,Growth,1/26/2023,,TRUE,57,855
162,Growth,11/20/2022,,TRUE,67,1005
163,Growth,10/11/2023,,TRUE,23,345
164,Pro,10/23/2022,4/17/2023,FALSE,64,3136
165,Pro,6/3/2022,,TRUE,61,2989
166,Growth,6/17/2022,,TRUE,49,735
167,Enterprise,6/15/2023,,TRUE,32,3168
168,Growth,11/9/2023,10/13/2024,FALSE,15,225
169,Enterprise,11/16/2022,,TRUE,47,4653
170,Growth,10/30/2022,,TRUE,68,1020
171,Growth,2/22/2022,6/16/2022,FALSE,10,150
172,Growth,11/11/2023,,TRUE,20,300
173,Growth,9/4/2023,,TRUE,65,975
174,Growth,4/6/2023,,TRUE,15,225
175,Pro,11/13/2023,7/5/2024,FALSE,148,7252
176,Growth,3/3/2023,,TRUE,22,330
177,Enterprise,3/30/2023,,TRUE,52,5148
178,Growth,4/18/2023,,TRUE,45,675
179,Growth,4/12/2022,,TRUE,58,870
180,Enterprise,8/18/2022,,TRUE,96,9504
181,Growth,7/17/2023,,TRUE,15,225
182,Pro,3/22/2022,12/3/2022,FALSE,91,4459
183,Growth,9/24/2023,,TRUE,20,300
184,Growth,9/15/2022,,TRUE,34,510
185,Growth,9/27/2023,,TRUE,23,345
186,Pro,8/3/2023,,TRUE,41,2009
187,Growth,5/23/2022,,TRUE,11,165
188,Pro,5/25/2022,,TRUE,123,6027
189,Enterprise,8/18/2022,,TRUE,7,693
190,Growth,7/5/2022,,TRUE,8,120
191,Enterprise,4/8/2023,,TRUE,43,4257
192,Growth,8/16/2022,,TRUE,8,120
193,Enterprise,8/2/2023,,TRUE,46,4554
194,Enterprise,7/26/2022,,TRUE,84,8316
195,Growth,6/20/2022,10/14/2022,FALSE,35,525
196,Enterprise,10/28/2022,,TRUE,67,6633
197,Growth,4/15/2022,,TRUE,53,795
198,Growth,5/17/2022,,TRUE,52,780
199,Pro,12/27/2022,,TRUE,44,2156
200,Enterprise,9/18/2022,,TRUE,13,1287
201,Enterprise,6/27/2023,,TRUE,62,6138
202,Growth,9/1/2022,,TRUE,10,150
203,Pro,6/21/2022,,TRUE,32,1568
204,Growth,8/31/2023,,TRUE,5,75
205,Growth,6/16/2022,,TRUE,63,945
206,Pro,11/30/2023,6/18/2024,FALSE,61,2989
207,Growth,4/3/2023,,TRUE,69,1035
208,Growth,9/9/2023,,TRUE,37,555
209,Enterprise,2/20/2022,,TRUE,81,8019
210,Pro,1/19/2022,,TRUE,37,1813
211,Enterprise,12/15/2023,,TRUE,64,6336
212,Growth,6/25/2023,,TRUE,64,960
213,Enterprise,10/6/2023,,TRUE,18,1782
214,Growth,1/17/2023,,TRUE,64,960
215,Pro,2/16/2023,7/10/2023,FALSE,71,3479
216,Pro,6/30/2023,,TRUE,91,4459
217,Enterprise,2/6/2022,,TRUE,52,5148
218,Growth,6/7/2022,,TRUE,34,510
219,Growth,1/27/2022,,TRUE,8,120
220,Pro,6/14/2023,,TRUE,21,1029
221,Growth,8/4/2023,,TRUE,36,540
222,Pro,1/10/2023,,TRUE,109,5341
223,Growth,6/6/2023,,TRUE,60,900
224,Growth,4/20/2022,,TRUE,5,75
225,Growth,1/15/2022,5/24/2022,FALSE,17,255
226,Growth,7/20/2022,,TRUE,57,855
227,Enterprise,10/23/2023,9/12/2024,FALSE,24,2376
228,Growth,7/23/2022,,TRUE,59,885
229,Pro,3/18/2023,,TRUE,94,4606
230,Growth,8/22/2022,2/26/2023,FALSE,24,360
231,Growth,11/15/2023,,TRUE,58,870
232,Growth,9/13/2023,1/6/2024,FALSE,42,630
233,Growth,3/25/2022,,TRUE,7,105
234,Enterprise,7/16/2022,,TRUE,91,9009
235,Enterprise,8/2/2022,,TRUE,73,7227
236,Enterprise,6/11/2022,,TRUE,27,2673
237,Pro,7/11/2023,,TRUE,88,4312
238,Pro,11/16/2023,,TRUE,50,2450
239,Enterprise,1/16/2023,,TRUE,47,4653
240,Pro,9/26/2023,,TRUE,41,2009
241,Pro,10/1/2022,9/19/2023,FALSE,117,5733
242,Pro,4/30/2022,,TRUE,35,1715
243,Pro,8/3/2022,,TRUE,53,2597
244,Pro,2/27/2022,,TRUE,20,980
245,Pro,2/5/2023,2/1/2024,FALSE,123,6027
246,Pro,5/31/2023,5/29/2024,FALSE,29,1421
247,Enterprise,6/15/2022,,TRUE,95,9405
248,Growth,7/26/2023,,TRUE,60,900
249,Pro,12/2/2023,,TRUE,74,3626
250,Growth,8/15/2023,,TRUE,33,495
251,Enterprise,5/13/2023,,TRUE,49,4851
252,Growth,5/4/2022,,TRUE,40,600
253,Growth,8/13/2023,,TRUE,36,540
254,Enterprise,9/26/2023,,TRUE,63,6237
255,Pro,10/16/2022,,TRUE,52,2548
256,Growth,7/30/2022,,TRUE,47,705
257,Growth,9/11/2022,2/20/2023,FALSE,32,480
258,Enterprise,2/7/2022,,TRUE,19,1881
259,Growth,12/10/2022,,TRUE,19,285
260,Growth,4/3/2022,,TRUE,34,510
261,Pro,7/13/2022,5/2/2023,FALSE,122,5978
262,Pro,1/11/2023,,TRUE,128,6272
263,Pro,7/17/2023,,TRUE,88,4312
264,Pro,12/14/2023,11/5/2024,FALSE,67,3283
265,Enterprise,8/16/2023,,TRUE,66,6534
266,Enterprise,9/20/2022,,TRUE,92,9108
267,Pro,2/22/2022,,TRUE,45,2205
268,Growth,1/2/2023,,TRUE,13,195
269,Growth,8/20/2022,,TRUE,61,915
270,Pro,4/24/2022,,TRUE,141,6909
271,Pro,7/14/2023,2/11/2024,FALSE,93,4557
272,Growth,9/27/2023,,TRUE,57,855
273,Pro,9/29/2023,,TRUE,109,5341
274,Enterprise,5/9/2023,9/14/2023,FALSE,90,8910
275,Growth,12/6/2023,,TRUE,66,990
276,Pro,6/3/2022,,TRUE,84,4116
277,Pro,6/28/2022,3/3/2023,FALSE,27,1323
278,Growth,7/19/2022,,TRUE,62,930
279,Pro,1/20/2023,,TRUE,150,7350
280,Growth,4/2/2023,,TRUE,6,90
281,Pro,1/3/2023,,TRUE,58,2842
282,Pro,5/24/2023,,TRUE,46,2254
283,Pro,11/24/2022,,TRUE,143,7007
284,Growth,6/17/2022,,TRUE,59,885
285,Growth,6/4/2022,,TRUE,24,360
286,Pro,11/2/2023,2/16/2024,FALSE,6,294
287,Growth,9/28/2023,,TRUE,48,720
288,Growth,8/23/2023,,TRUE,27,405
289,Growth,10/1/2023,,TRUE,15,225
290,Pro,9/25/2023,,TRUE,72,3528
291,Enterprise,6/10/2022,,TRUE,86,8514
292,Enterprise,12/6/2023,,TRUE,27,2673
293,Growth,9/20/2022,,TRUE,63,945
294,Growth,9/5/2022,,TRUE,7,105
295,Pro,9/24/2022,9/6/2023,FALSE,6,294
296,Enterprise,5/19/2023,,TRUE,20,1980
297,Growth,1/24/2022,,TRUE,46,690
298,Growth,9/21/2023,6/21/2024,FALSE,23,345
299,Growth,10/25/2023,,TRUE,15,225
300,Pro,9/18/2022,4/22/2023,FALSE,132,6468
301,Growth,10/17/2022,,TRUE,47,705
302,Enterprise,12/11/2023,,TRUE,85,8415
303,Pro,7/21/2022,,TRUE,5,245
304,Growth,4/15/2023,,TRUE,28,420
305,Growth,3/25/2022,,TRUE,20,300
306,Growth,9/10/2023,,TRUE,19,285
307,Pro,11/29/2022,,TRUE,18,882
308,Pro,1/21/2023,5/3/2023,FALSE,122,5978
309,Growth,5/8/2023,,TRUE,7,105
310,Pro,1/5/2023,,TRUE,146,7154
311,Pro,3/24/2022,,TRUE,110,5390
312,Growth,2/6/2022,12/1/2022,FALSE,27,405
313,Growth,3/21/2023,,TRUE,56,840
314,Growth,2/25/2022,9/3/2022,FALSE,60,900
315,Growth,11/12/2022,,TRUE,27,405
316,Growth,5/27/2022,,TRUE,5,75
317,Growth,11/14/2022,,TRUE,10,150
318,Growth,4/29/2022,,TRUE,34,510
319,Enterprise,2/10/2022,7/11/2022,FALSE,68,6732
320,Growth,1/19/2023,9/12/2023,FALSE,47,705
321,Growth,1/20/2022,,TRUE,49,735
322,Pro,11/20/2023,,TRUE,107,5243
323,Growth,6/3/2023,,TRUE,66,990
324,Growth,5/5/2023,,TRUE,15,225
325,Growth,8/10/2022,,TRUE,11,165
326,Enterprise,5/13/2023,7/20/2023,FALSE,45,4455
327,Growth,1/29/2023,,TRUE,25,375
328,Enterprise,11/22/2022,,TRUE,42,4158
329,Pro,8/24/2023,,TRUE,104,5096
330,Pro,5/18/2023,3/3/2024,FALSE,129,6321
331,Pro,9/16/2022,9/6/2023,FALSE,39,1911
332,Growth,8/2/2023,6/30/2024,FALSE,65,975
333,Growth,1/13/2022,,TRUE,48,720
334,Growth,2/1/2023,,TRUE,25,375
335,Growth,5/10/2022,,TRUE,23,345
336,Enterprise,9/15/2022,,TRUE,8,792
337,Pro,9/7/2023,,TRUE,46,2254
338,Growth,10/2/2023,2/17/2024,FALSE,43,645
339,Pro,3/4/2023,10/1/2023,FALSE,29,1421
340,Enterprise,1/8/2023,,TRUE,63,6237
341,Enterprise,12/6/2023,,TRUE,84,8316
342,Pro,6/30/2023,1/24/2024,FALSE,109,5341
343,Growth,11/4/2023,,TRUE,66,990
344,Growth,10/12/2022,,TRUE,50,750
345,Growth,12/7/2022,,TRUE,57,855
346,Growth,12/25/2022,,TRUE,65,975
347,Growth,8/11/2022,,TRUE,30,450
348,Enterprise,12/20/2023,,TRUE,9,891
349,Enterprise,5/31/2023,,TRUE,42,4158
350,Pro,8/9/2023,,TRUE,41,2009
351,Pro,5/3/2023,2/24/2024,FALSE,51,2499
352,Pro,12/24/2022,9/1/2023,FALSE,44,2156
353,Growth,12/19/2022,,TRUE,59,885
354,Enterprise,9/17/2022,11/24/2022,FALSE,35,3465
355,Growth,1/5/2023,6/7/2023,FALSE,10,150
356,Pro,3/23/2023,,TRUE,43,2107
357,Growth,11/3/2022,,TRUE,51,765
358,Enterprise,1/7/2023,,TRUE,79,7821
359,Pro,12/28/2022,11/12/2023,FALSE,82,4018
360,Pro,4/8/2023,,TRUE,17,833
361,Growth,1/28/2023,,TRUE,61,915
362,Growth,3/22/2022,,TRUE,34,510
363,Pro,11/4/2022,,TRUE,87,4263
364,Growth,10/16/2022,,TRUE,58,870
365,Enterprise,1/12/2022,,TRUE,99,9801
366,Enterprise,12/22/2022,,TRUE,13,1287
367,Growth,3/11/2022,,TRUE,13,195
368,Growth,4/21/2022,,TRUE,66,990
369,Enterprise,10/11/2022,3/29/2023,FALSE,69,6831
370,Growth,2/2/2023,,TRUE,44,660
371,Growth,9/25/2022,,TRUE,64,960
372,Growth,3/29/2022,,TRUE,7,105
373,Growth,10/1/2022,,TRUE,61,915
374,Growth,8/2/2022,,TRUE,24,360
375,Growth,4/29/2022,4/6/2023,FALSE,58,870
376,Pro,2/3/2023,,TRUE,67,3283
377,Pro,6/30/2022,11/12/2022,FALSE,48,2352
378,Pro,7/18/2023,11/21/2023,FALSE,105,5145
379,Growth,10/23/2023,,TRUE,62,930
380,Enterprise,1/31/2022,,TRUE,39,3861
381,Pro,1/18/2023,,TRUE,132,6468
382,Growth,5/21/2023,,TRUE,16,240
383,Pro,5/23/2023,,TRUE,14,686
384,Growth,7/15/2022,4/6/2023,FALSE,60,900
385,Growth,1/17/2022,12/28/2022,FALSE,22,330
386,Enterprise,12/17/2023,1/19/2024,FALSE,8,792
387,Growth,10/29/2023,,TRUE,21,315
388,Pro,2/1/2023,,TRUE,106,5194
389,Growth,7/13/2023,,TRUE,16,240
390,Enterprise,6/1/2022,8/27/2022,FALSE,35,3465
391,Growth,6/30/2023,,TRUE,27,405
392,Growth,10/24/2023,,TRUE,58,870
393,Pro,8/9/2022,,TRUE,133,6517
394,Pro,1/6/2022,,TRUE,45,2205
395,Pro,8/4/2022,,TRUE,94,4606
396,Pro,10/8/2022,,TRUE,61,2989
397,Growth,6/11/2022,,TRUE,24,360
398,Growth,11/16/2022,5/6/2023,FALSE,62,930
399,Pro,6/24/2022,,TRUE,19,931
400,Pro,10/15/2023,,TRUE,119,5831
401,Growth,10/20/2023,,TRUE,39,585
402,Pro,2/19/2022,,TRUE,107,5243
403,Enterprise,5/17/2022,,TRUE,49,4851
404,Pro,9/4/2022,,TRUE,26,1274
405,Growth,5/28/2023,,TRUE,60,900
406,Growth,9/26/2022,,TRUE,42,630
407,Growth,5/14/2023,,TRUE,67,1005
408,Growth,9/29/2023,,TRUE,28,420
409,Growth,8/12/2022,,TRUE,31,465
410,Growth,10/13/2022,,TRUE,22,330
411,Growth,7/26/2023,,TRUE,44,660
412,Growth,8/28/2022,,TRUE,10,150
413,Growth,7/19/2023,3/21/2024,FALSE,16,240
414,Growth,7/30/2023,,TRUE,50,750
415,Growth,5/9/2022,,TRUE,20,300
416,Growth,4/27/2022,,TRUE,13,195
417,Growth,2/2/2022,,TRUE,41,615
418,Enterprise,9/14/2022,,TRUE,43,4257
419,Pro,4/17/2023,12/29/2023,FALSE,81,3969
420,Growth,1/1/2022,12/25/2022,FALSE,38,570
421,Enterprise,10/12/2023,,TRUE,60,5940
422,Growth,9/29/2023,,TRUE,12,180
423,Pro,2/19/2022,,TRUE,53,2597
424,Growth,6/1/2023,,TRUE,13,195
425,Enterprise,7/27/2022,9/1/2022,FALSE,31,3069
426,Growth,1/4/2022,,TRUE,37,555
427,Growth,12/10/2022,9/10/2023,FALSE,60,900
428,Growth,5/4/2022,,TRUE,63,945
429,Enterprise,1/29/2023,,TRUE,76,7524
430,Growth,2/28/2023,,TRUE,29,435
431,Growth,10/10/2023,,TRUE,63,945
432,Growth,6/7/2023,,TRUE,66,990
433,Enterprise,9/16/2023,,TRUE,100,9900
434,Growth,3/11/2022,,TRUE,15,225
435,Pro,11/14/2023,,TRUE,140,6860
436,Growth,10/31/2022,,TRUE,42,630
437,Pro,9/4/2023,,TRUE,75,3675
438,Growth,9/18/2022,,TRUE,58,870
439,Growth,10/21/2023,8/27/2024,FALSE,45,675
440,Enterprise,9/25/2022,,TRUE,20,1980
441,Pro,11/16/2022,,TRUE,95,4655
442,Enterprise,11/2/2022,10/24/2023,FALSE,52,5148
443,Pro,6/26/2022,5/6/2023,FALSE,67,3283
444,Growth,10/11/2023,,TRUE,49,735
445,Pro,1/23/2023,,TRUE,136,6664
446,Pro,4/30/2022,,TRUE,97,4753
447,Growth,3/30/2022,,TRUE,61,915
448,Growth,4/5/2022,,TRUE,37,555
449,Growth,8/29/2023,,TRUE,14,210
450,Growth,9/5/2023,,TRUE,19,285
451,Growth,7/17/2022,,TRUE,42,630
452,Enterprise,1/1/2022,,TRUE,77,7623
453,Enterprise,4/2/2023,,TRUE,56,5544
454,Pro,9/8/2022,10/31/2022,FALSE,97,4753
455,Growth,1/7/2022,4/26/2022,FALSE,57,855
456,Growth,3/16/2022,,TRUE,19,285
457,Pro,12/27/2023,,TRUE,80,3920
458,Pro,4/29/2022,,TRUE,43,2107
459,Pro,8/18/2022,,TRUE,114,5586
460,Enterprise,9/27/2022,,TRUE,38,3762
461,Growth,6/27/2022,,TRUE,42,630
462,Growth,6/17/2023,2/15/2024,FALSE,7,105
463,Growth,7/27/2022,,TRUE,65,975
464,Growth,10/23/2023,,TRUE,24,360
465,Growth,7/26/2023,,TRUE,55,825
466,Enterprise,8/29/2022,,TRUE,12,1188
467,Enterprise,3/24/2023,,TRUE,6,594
468,Enterprise,8/16/2023,,TRUE,78,7722
469,Enterprise,10/12/2023,,TRUE,34,3366
470,Enterprise,5/30/2022,,TRUE,11,1089
471,Enterprise,9/26/2022,,TRUE,49,4851
472,Pro,12/17/2023,,TRUE,93,4557
473,Growth,12/27/2023,,TRUE,54,810
474,Growth,2/22/2022,,TRUE,25,375
475,Growth,2/3/2022,,TRUE,43,645
476,Growth,10/1/2023,,TRUE,53,795
477,Enterprise,5/25/2022,,TRUE,15,1485
478,Growth,12/26/2023,,TRUE,24,360
479,Growth,8/13/2023,,TRUE,15,225
480,Growth,11/24/2023,,TRUE,26,390
481,Growth,11/1/2022,,TRUE,19,285
482,Growth,3/31/2022,,TRUE,8,120
483,Growth,8/17/2022,,TRUE,49,735
484,Growth,10/9/2022,,TRUE,11,165
485,Growth,7/22/2022,,TRUE,29,435
486,Pro,4/12/2023,,TRUE,26,1274
487,Growth,3/9/2023,8/4/2023,FALSE,65,975
488,Pro,2/17/2022,,TRUE,85,4165
489,Growth,9/22/2023,,TRUE,19,285
490,Growth,9/14/2023,,TRUE,30,450
491,Pro,10/3/2023,,TRUE,73,3577
492,Growth,11/18/2022,3/22/2023,FALSE,6,90
493,Growth,1/23/2023,3/19/2023,FALSE,62,930
494,Enterprise,1/6/2022,,TRUE,12,1188
495,Pro,4/4/2022,,TRUE,65,3185
496,Growth,6/13/2022,,TRUE,55,825
497,Enterprise,2/12/2023,10/19/2023,FALSE,75,7425
498,Enterprise,4/8/2022,,TRUE,52,5148
499,Growth,11/22/2023,,TRUE,23,345
500,Enterprise,8/25/2022,,TRUE,79,7821
501,Enterprise,10/9/2022,,TRUE,55,5445
502,Growth,1/7/2022,6/20/2022,FALSE,27,405
503,Pro,6/1/2022,,TRUE,115,5635
504,Growth,6/14/2023,,TRUE,59,885
505,Pro,7/13/2022,,TRUE,27,1323
506,Pro,11/2/2023,5/27/2024,FALSE,133,6517
507,Growth,5/20/2022,6/25/2022,FALSE,13,195
508,Enterprise,11/22/2022,,TRUE,82,8118
509,Enterprise,8/21/2023,,TRUE,43,4257
510,Enterprise,5/13/2022,,TRUE,31,3069
511,Growth,11/9/2023,,TRUE,70,1050
512,Growth,5/3/2022,,TRUE,46,690
513,Enterprise,12/16/2022,,TRUE,9,891
514,Growth,5/28/2023,,TRUE,55,825
515,Growth,10/5/2023,,TRUE,34,510
516,Enterprise,12/2/2022,,TRUE,48,4752
517,Growth,5/3/2022,,TRUE,44,660
518,Growth,7/11/2022,3/12/2023,FALSE,61,915
519,Growth,7/28/2022,,TRUE,33,495
520,Growth,12/14/2023,,TRUE,58,870
521,Growth,8/16/2023,,TRUE,69,1035
522,Growth,3/29/2022,,TRUE,60,900
523,Growth,9/3/2023,,TRUE,46,690
524,Enterprise,3/27/2022,,TRUE,76,7524
525,Growth,1/21/2023,,TRUE,10,150
526,Pro,6/1/2023,12/26/2023,FALSE,125,6125
527,Growth,2/17/2023,,TRUE,19,285
528,Pro,4/13/2022,,TRUE,45,2205
529,Enterprise,2/23/2022,,TRUE,97,9603
530,Pro,3/28/2022,,TRUE,112,5488
531,Pro,5/22/2023,,TRUE,103,5047
532,Growth,3/16/2023,,TRUE,26,390
533,Growth,5/27/2022,,TRUE,25,375
534,Enterprise,12/30/2022,,TRUE,73,7227
535,Enterprise,1/7/2022,9/3/2022,FALSE,68,6732
536,Pro,6/1/2022,,TRUE,116,5684
537,Enterprise,3/13/2022,,TRUE,63,6237
538,Growth,3/6/2023,,TRUE,44,660
539,Pro,6/7/2022,,TRUE,106,5194
540,Growth,5/14/2022,,TRUE,5,75
541,Pro,5/14/2023,,TRUE,102,4998
542,Growth,10/7/2023,,TRUE,19,285
543,Enterprise,2/3/2023,,TRUE,91,9009
544,Pro,1/16/2022,4/13/2022,FALSE,129,6321
545,Growth,7/19/2023,,TRUE,27,405
546,Pro,6/8/2022,,TRUE,12,588
547,Pro,6/3/2022,,TRUE,65,3185
548,Growth,9/23/2022,,TRUE,7,105
549,Growth,5/25/2022,,TRUE,43,645
550,Growth,12/28/2022,,TRUE,22,330
551,Growth,7/16/2023,8/27/2023,FALSE,6,90
552,Pro,3/13/2022,12/19/2022,FALSE,71,3479
553,Growth,8/29/2022,7/20/2023,FALSE,65,975
554,Growth,8/23/2023,,TRUE,69,1035
555,Pro,11/19/2022,7/31/2023,FALSE,77,3773
556,Enterprise,12/3/2023,,TRUE,29,2871
