customer_id,month,logins,tickets_raised,feature_usage_score
6,2022-08-07,204,92,40.76349520552833
6,2022-09-06,208,85,41.422339373444395
6,2022-10-06,161,88,72.02399439810848
6,2022-11-05,195,90,63.8983196588347
6,2022-12-05,192,96,35.2501543286489
6,2023-01-04,185,95,67.86641337869959
6,2023-02-03,211,93,56.075223715156
7,2022-05-08,555,278,29.050559246231742
7,2022-06-07,468,263,79.8240276173927
7,2022-07-07,628,254,30.498816773143943
7,2022-08-06,543,229,9.242789447436495
7,2022-09-05,396,273,55.37155931195947
7,2022-10-05,561,225,93.34717937350901
7,2022-11-04,464,276,80.0792950862358
7,2022-12-04,453,258,51.63197891210246
7,2023-01-03,486,235,5.609968642294916
8,2023-02-14,202,90,31.137660011634427
9,2023-11-24,211,101,59.591325591856005
10,2023-06-20,484,272,91.77394649160713
10,2023-07-20,448,256,5.805940331094128
10,2023-08-19,566,242,14.535521768276672
10,2023-09-18,531,183,93.80527376788935
10,2023-10-18,479,289,3.121559589908962
10,2023-11-17,504,233,89.58072960106318
10,2023-12-17,482,270,20.26413530324761
10,2024-01-16,450,273,83.98048932050877
10,2024-02-15,534,272,86.53502048195999
10,2024-03-16,583,215,2.4682837747018627
11,2022-04-20,489,201,82.26903369240222
11,2022-05-20,477,264,59.61875886395652
11,2022-06-19,485,301,68.21047312069561
11,2022-07-19,518,218,87.69332631411243
11,2022-08-18,604,278,79.50530159538741
11,2022-09-17,560,248,54.94227612218877
11,2022-10-17,442,263,78.94725399228561
11,2022-11-16,447,220,90.65834641718683
11,2022-12-16,404,224,47.06592550009672
11,2023-01-15,515,252,92.43351774375304
11,2023-02-14,491,244,22.433563062207963
11,2023-03-16,531,253,18.660809116602795
11,2023-04-15,474,213,97.6275150018116
11,2023-05-15,480,265,76.73437547584973
11,2023-06-14,427,259,35.81769648391043
11,2023-07-14,555,277,3.336493130273621
11,2023-08-13,469,257,6.073867461717453
11,2023-09-12,458,306,37.1728146544858
11,2023-10-12,548,300,45.24583186124212
11,2023-11-11,426,250,10.509177975385697
11,2023-12-11,527,249,38.891592840187364
11,2024-01-10,461,229,2.3967778456875366
11,2024-02-09,494,216,34.49648403876488
12,2023-05-21,582,212,45.01529285807129
12,2023-06-20,450,234,27.42632906534662
12,2023-07-20,480,249,9.694541313310367
12,2023-08-19,557,242,82.9564106974703
12,2023-09-18,457,237,20.231322987050604
12,2023-10-18,404,251,64.95143917619707
13,2022-01-20,217,102,27.27443874929889
13,2022-02-19,180,111,95.57665049904477
13,2022-03-21,203,108,34.885593667172365
13,2022-04-20,211,91,3.2561375814530336
13,2022-05-20,228,100,71.86914657288975
13,2022-06-19,247,93,93.5308005260906
13,2022-07-19,220,85,14.16964668159043
13,2022-08-18,190,106,62.800666477833836
13,2022-09-17,169,110,92.84539187824556
13,2022-10-17,204,95,74.90557343318616
13,2022-11-16,212,102,87.71177996177916
13,2022-12-16,176,115,33.940383233537496
13,2023-01-15,215,110,76.19112814410173
13,2023-02-14,191,94,78.06474584360473
13,2023-03-16,177,99,28.143991194272942
13,2023-04-15,202,92,48.93918470079124
13,2023-05-15,181,102,36.94109358912574
13,2023-06-14,176,100,20.88068548926527
13,2023-07-14,205,88,75.00824944102098
13,2023-08-13,208,95,69.87247143857506
13,2023-09-12,192,79,76.35045964965197
14,2023-07-21,192,93,18.111484528175648
14,2023-08-20,301,183,3.364432001711415
15,2022-06-04,961,563,84.35318712198547
15,2022-07-04,1043,485,43.23843127504002
15,2022-08-03,993,492,63.73570543946047
15,2022-09-02,1144,452,36.125078768440986
15,2022-10-02,1070,448,73.1879303975651
15,2022-11-01,1140,623,68.7558880339151
15,2022-12-01,1139,719,88.20444004180976
15,2022-12-31,1043,653,8.62431847219054
15,2023-01-30,991,672,40.2229864256127
15,2023-03-01,1154,793,2.2534088719256773
15,2023-03-31,1542,726,82.38538117945387
15,2023-04-30,1433,710,45.238429991025086
15,2023-05-30,1391,771,93.88769214194383
15,2023-06-29,1344,817,30.897396667127463
16,2022-04-22,1056,415,47.76291687269343
16,2022-05-22,1072,506,91.98844443474013
16,2022-06-21,1170,520,32.43469376169942
16,2022-07-21,972,464,55.84864411179221
16,2022-08-20,1004,609,23.022066554475284
16,2022-09-19,1042,513,82.05733372341462
17,2022-09-08,471,206,23.61983997917495
17,2022-10-08,464,255,80.28146136146661
17,2022-11-07,525,231,38.62355099563006
17,2022-12-07,481,260,30.716468393114905
17,2023-01-06,523,214,91.82049625267916
17,2023-02-05,519,251,49.28124678496537
17,2023-03-07,540,202,85.61183182536666
17,2023-04-06,565,251,37.80767209651849
18,2023-07-15,173,100,61.93153170108812
19,2022-12-19,422,282,13.552252043755642
19,2023-01-18,435,231,66.73199628084726
19,2023-02-17,509,231,71.78915625972387
19,2023-03-19,553,237,23.44611283251492
19,2023-04-18,539,258,57.09280897329832
19,2023-05-18,398,242,22.819641168394234
19,2023-06-17,562,259,92.2873613825677
20,2023-09-17,981,540,22.26806509227156
20,2023-10-17,1051,455,25.885289173219995
20,2023-11-16,889,503,92.16892403815748
20,2023-12-16,912,504,36.10387551628948
21,2023-12-10,519,205,94.38384682373415
22,2023-11-26,954,505,15.421898065741901
23,2022-07-04,229,100,39.80819446874177
23,2022-08-03,185,107,29.973558456473736
23,2022-09-02,180,79,71.48524699377077
23,2022-10-02,176,90,35.48516656434274
23,2022-11-01,164,91,83.7582922775193
23,2022-12-01,137,84,10.639251658894866
23,2022-12-31,179,81,63.2573592552506
23,2023-01-30,143,74,59.45284898741959
23,2023-03-01,155,64,74.97134163659743
23,2023-03-31,134,60,61.57689554209252
23,2023-04-30,124,71,33.81700201733597
23,2023-05-30,110,59,59.031289344147616
23,2023-06-29,98,57,34.80002638202411
23,2023-07-29,108,52,38.07971914167656
23,2023-08-28,101,48,78.93217339418595
23,2023-09-27,114,42,43.543043582505625
24,2023-10-25,531,252,47.384906229910825
25,2023-11-01,534,277,86.18497267760571
26,2022-07-04,544,200,58.09364975608443
26,2022-08-03,549,250,15.049305170195504
26,2022-09-02,444,287,0.7917763507708342
26,2022-10-02,547,239,76.05368151365641
26,2022-11-01,575,237,38.889041293760876
26,2022-12-01,521,236,83.76154701577032
26,2022-12-31,557,271,28.795888482087083
26,2023-01-30,526,259,25.789772842377246
26,2023-03-01,443,263,38.084489799295575
26,2023-03-31,546,245,94.19461301488717
26,2023-04-30,519,293,4.75452448602971
26,2023-05-30,448,242,20.757611705341795
26,2023-06-29,471,271,47.94974261318071
26,2023-07-29,520,198,2.715907544935081
26,2023-08-28,619,249,14.51071161067905
26,2023-09-27,589,238,38.80780124491574
27,2023-04-17,641,308,75.38812465808505
27,2023-05-17,589,266,46.17743575042541
27,2023-06-16,512,283,52.719686544477085
27,2023-07-16,580,197,5.013333337539583
27,2023-08-15,530,259,62.404130851405405
28,2022-09-14,460,233,22.380623152881284
28,2022-10-14,548,306,5.500572038442597
28,2022-11-13,560,340,71.44166921362508
28,2022-12-13,591,308,30.668157354788317
28,2023-01-12,502,320,69.94176537881262
28,2023-02-11,680,294,94.95530512328861
28,2023-03-13,625,324,37.232477211221116
28,2023-04-12,825,355,19.74487315132287
28,2023-05-12,716,309,17.300644740602745
28,2023-06-11,717,419,63.13250738203345
28,2023-07-11,786,317,47.732529775671786
29,2022-06-16,848,469,3.8823566606025373
29,2022-07-16,964,513,46.17272041086018
29,2022-08-15,1048,630,46.538926816341394
29,2022-09-14,1025,455,82.61419876099474
29,2022-10-14,956,554,36.181509896587094
29,2022-11-13,1030,597,54.23455235101087
29,2022-12-13,1124,478,70.36491879721659
29,2023-01-12,1014,495,27.786831340487606
29,2023-02-11,863,515,53.5087654541353
29,2023-03-13,1205,477,95.44173068228825
29,2023-04-12,904,409,75.01263605376732
29,2023-05-12,878,567,85.60633319484651
29,2023-06-11,927,507,67.6377295134046
30,2023-01-19,926,501,56.269121105808026
30,2023-02-18,957,567,80.0232444757193
30,2023-03-20,958,441,74.35764992742546
30,2023-04-19,920,490,89.0857902139479
30,2023-05-19,912,538,50.81318849985966
31,2022-05-29,187,96,31.352756227018762
31,2022-06-28,203,89,9.434670704665649
31,2022-07-28,225,102,70.63484924458425
31,2022-08-27,177,96,44.274685366414765
31,2022-09-26,183,92,81.56181736961972
31,2022-10-26,226,108,58.84733417210701
31,2022-11-25,246,97,71.1765012996501
31,2022-12-25,234,101,63.03062372987346
31,2023-01-24,234,105,44.110819009532165
31,2023-02-23,208,82,70.87641324791737
31,2023-03-25,202,112,11.809227791701094
31,2023-04-24,238,123,80.58358753948582
32,2022-09-25,499,256,25.40824282000953
32,2022-10-25,443,224,38.69229595425402
32,2022-11-24,338,187,17.586641355986355
32,2022-12-24,376,166,63.447202872192676
32,2023-01-23,400,167,65.74802603765693
32,2023-02-22,300,124,63.21674838785293
32,2023-03-24,234,125,34.37953842562772
33,2022-06-23,1013,571,43.94674380445639
33,2022-07-23,936,343,43.43535420918441
33,2022-08-22,966,385,91.51363088075335
33,2022-09-21,799,380,75.76188457769231
33,2022-10-21,875,427,56.201758743405165
33,2022-11-20,714,386,87.1567840973033
33,2022-12-20,592,343,94.30281365641555
33,2023-01-19,557,313,56.63130772972686
33,2023-02-18,564,292,45.59057353261402
34,2022-04-17,219,127,23.115764516441473
34,2022-05-17,197,81,36.51399344857131
34,2022-06-16,159,78,85.47885229915303
34,2022-07-16,173,90,93.34137254816387
34,2022-08-15,138,75,75.2664356608122
34,2022-09-14,126,66,47.769596248150705
34,2022-10-14,137,64,19.16998064735128
34,2022-11-13,114,60,26.09364538202774
34,2022-12-13,128,59,72.457547596933
34,2023-01-12,116,40,74.18268742716475
35,2022-02-15,203,87,8.130998955523127
35,2022-03-17,205,94,61.102699312457666
36,2023-01-24,194,115,19.138465442740316
37,2023-06-13,196,107,33.25519846758775
38,2023-02-14,1020,443,88.74846457200182
38,2023-03-16,1021,417,27.022069207807142
38,2023-04-15,1082,531,60.88025465294293
38,2023-05-15,1029,475,9.943368657536745
39,2023-06-25,234,110,66.2217361072949
40,2022-09-15,464,271,59.179026137820046
40,2022-10-15,571,277,32.2658617446378
40,2022-11-14,510,189,29.618593937924466
40,2022-12-14,495,244,29.901924484106335
40,2023-01-13,424,210,7.970456360993228
40,2023-02-12,527,261,54.71780818566181
40,2023-03-14,498,202,2.777183934078875
40,2023-04-13,508,276,72.1728391106723
40,2023-05-13,565,289,25.97070407348665
41,2022-03-07,210,115,49.11765707990013
41,2022-04-06,188,124,52.97116602144993
41,2022-05-06,301,133,40.47898140284172
41,2022-06-05,319,140,4.617688815497667
41,2022-07-05,277,148,56.68798758706218
42,2022-08-21,218,109,3.4082102377344436
43,2023-04-07,1116,438,5.800964020965682
44,2023-12-01,477,239,34.49258894780959
44,2023-12-31,478,250,8.994824255426604
44,2024-01-30,468,261,42.342723063332144
44,2024-02-29,537,245,2.726004146249028
44,2024-03-30,491,244,20.346011152764156
44,2024-04-29,487,277,14.707741165409804
44,2024-05-29,483,193,1.9388920263807008
44,2024-06-28,529,235,24.0807246403393
44,2024-07-28,457,229,34.399274032106945
44,2024-08-27,579,239,47.44234338435206
44,2024-09-26,467,284,26.994132852513143
45,2022-08-15,198,102,10.33043174248055
45,2022-09-14,187,101,46.05921979233606
45,2022-10-14,196,86,55.74576691635657
45,2022-11-13,235,109,51.49529591049892
45,2022-12-13,249,112,57.70892211377877
45,2023-01-12,191,102,10.528766804577183
45,2023-02-11,189,100,44.238379239047866
45,2023-03-13,208,94,87.8078838761332
45,2023-04-12,202,95,59.83932284444046
45,2023-05-12,213,95,10.005622154751293
45,2023-06-11,197,107,4.875583304758024
45,2023-07-11,196,105,83.7239907277843
45,2023-08-10,208,80,9.654869958191547
45,2023-09-09,204,85,70.82719946283936
45,2023-10-09,190,91,96.76504241425484
45,2023-11-08,202,95,58.56820642783613
45,2023-12-08,202,104,86.67765763544656
45,2024-01-07,144,94,98.8356782847108
45,2024-02-06,198,104,47.930649807725466
45,2024-03-07,218,115,77.3000768980996
45,2024-04-06,191,94,27.489699418457324
45,2024-05-06,185,90,63.88533914361047
45,2024-06-05,185,88,83.12378994696365
45,2024-07-05,206,89,92.243507058208
45,2024-08-04,180,105,95.35253152866254
46,2023-11-28,1059,522,3.5486174482389554
46,2023-12-28,868,443,48.39464176625084
46,2024-01-27,831,491,23.332483747063858
46,2024-02-26,910,422,80.96634284985008
46,2024-03-27,728,382,18.92690751084577
46,2024-04-26,667,367,98.82581022167388
46,2024-05-26,522,318,93.01993710546719
46,2024-06-25,543,301,51.882811435750895
46,2024-07-25,468,246,12.673237361735534
47,2022-03-02,234,98,54.80536549425285
47,2022-04-01,192,98,88.27557096384994
47,2022-05-01,173,114,34.45400348197742
47,2022-05-31,185,108,20.1947843016854
47,2022-06-30,226,85,91.32470741671852
47,2022-07-30,245,95,32.35001252149804
47,2022-08-29,207,100,5.153475296197341
47,2022-09-28,215,78,51.61788642454703
47,2022-10-28,236,104,4.9156184960910565
47,2022-11-27,180,91,37.64625791895725
47,2022-12-27,207,92,87.60680877377159
47,2023-01-26,236,92,87.2982517098399
47,2023-02-25,216,112,6.137922558610831
47,2023-03-27,194,106,35.761379298055004
47,2023-04-26,207,95,98.77905158557924
47,2023-05-26,237,94,12.63147316607468
47,2023-06-25,203,101,94.34785920726483
47,2023-07-25,181,115,63.998274926832735
47,2023-08-24,212,97,5.745516585095356
47,2023-09-23,181,81,88.73215714763583
47,2023-10-23,185,101,60.702294037309514
47,2023-11-22,190,102,92.47142367386098
47,2023-12-22,199,103,6.9171918188344
47,2024-01-21,183,99,23.639199403473754
47,2024-02-20,208,101,57.659056286361064
47,2024-03-21,193,90,3.5441137545269896
47,2024-04-20,216,110,95.91270464143984
47,2024-05-20,200,94,68.08050407040594
48,2022-09-05,215,93,71.19781805502646
48,2022-10-05,179,91,43.2515854583163
48,2022-11-04,145,104,63.76200463808011
48,2022-12-04,198,82,50.69778518531125
48,2023-01-03,184,89,74.76074018780315
48,2023-02-02,198,72,42.514817334857646
48,2023-03-04,158,83,67.47882901877897
48,2023-04-03,166,72,60.38058148710548
48,2023-05-03,131,73,69.0034055463401
48,2023-06-02,163,77,41.10650310050447
48,2023-07-02,124,78,0.3209362893076828
48,2023-08-01,141,65,84.94897813274078
48,2023-08-31,122,76,59.409473312262016
48,2023-09-30,136,57,59.98292190379805
48,2023-10-30,123,68,2.287923882194598
48,2023-11-29,118,57,97.00701212685647
48,2023-12-29,115,63,73.01711597860704
48,2024-01-28,110,52,82.26580916059687
48,2024-02-27,120,48,51.82059439128173
48,2024-03-28,104,53,87.67959669406605
49,2023-02-03,473,257,45.565468053234106
49,2023-03-05,566,267,31.02685656447659
49,2023-04-04,500,234,91.51032944510766
49,2023-05-04,597,238,41.06599130511166
49,2023-06-03,511,227,66.3041642780156
49,2023-07-03,490,278,9.535124022603336
49,2023-08-02,489,205,31.574196625209893
49,2023-09-01,465,233,9.415457895990286
49,2023-10-01,511,267,19.34933493392026
49,2023-10-31,495,234,58.34014679995332
49,2023-11-30,469,233,95.87238876490568
49,2023-12-30,497,266,73.52256849020303
49,2024-01-29,474,193,56.57195055316476
50,2022-03-18,227,113,22.69259068417082
50,2022-04-17,202,99,25.716458236253047
50,2022-05-17,214,105,99.78178949903757
50,2022-06-16,194,95,35.97805964323768
50,2022-07-16,190,101,10.156528047681102
50,2022-08-15,199,102,91.52432329949804
50,2022-09-14,217,90,81.77898392600707
50,2022-10-14,188,95,4.17529511181206
50,2022-11-13,204,83,36.319383454015465
50,2022-12-13,203,98,87.14083115808111
50,2023-01-12,199,99,18.341718276949237
50,2023-02-11,217,99,91.02340681299839
50,2023-03-13,200,89,7.24914803842519
50,2023-04-12,197,99,22.416527427023137
50,2023-05-12,198,101,34.460653132531924
50,2023-06-11,157,104,13.85379671621112
50,2023-07-11,196,102,30.606005239679888
50,2023-08-10,178,96,83.70499174197228
50,2023-09-09,195,98,74.62715459704454
50,2023-10-09,199,102,38.498536326279606
50,2023-11-08,209,95,98.59265621392032
50,2023-12-08,240,91,8.448702071649771
51,2023-07-22,525,271,71.43731362460497
51,2023-08-21,436,237,15.64138039800591
51,2023-09-20,467,194,30.864446950511304
51,2023-10-20,444,224,10.698646068510376
51,2023-11-19,286,203,37.724521274906564
51,2023-12-19,289,139,81.31548582785042
51,2024-01-18,278,134,6.880141830403119
51,2024-02-17,232,135,15.793204299352803
52,2023-09-24,514,247,9.775192873065318
52,2023-10-24,689,259,59.285766390406025
52,2023-11-23,610,313,65.08440820132728
52,2023-12-23,690,399,74.42335224098035
52,2024-01-22,750,373,13.199972967046858
53,2022-12-28,236,85,16.216990572968893
53,2023-01-27,202,105,82.81765144107872
53,2023-02-26,196,85,14.589604178730987
53,2023-03-28,174,106,76.17054989113919
53,2023-04-27,201,102,98.79864711856814
53,2023-05-27,176,121,81.60791242818838
53,2023-06-26,180,116,78.87951391742247
53,2023-07-26,204,88,66.44866709712633
53,2023-08-25,174,118,74.03193750148294
53,2023-09-24,207,94,17.991765188948385
53,2023-10-24,218,91,73.22618822541068
53,2023-11-23,178,94,8.98623345665831
53,2023-12-23,188,97,77.67593693456718
54,2022-01-11,635,210,90.269734881174
54,2022-02-10,524,238,4.495059392447365
54,2022-03-12,475,214,18.207521799395277
54,2022-04-11,509,285,10.048743955235384
54,2022-05-11,536,229,45.859947840910145
54,2022-06-10,510,274,15.375480772157523
54,2022-07-10,451,284,41.95147088211182
54,2022-08-09,494,217,46.71762626615254
54,2022-09-08,488,212,75.00055844972448
54,2022-10-08,477,261,87.97445811727101
54,2022-11-07,458,269,87.31873852305726
54,2022-12-07,543,248,62.28342897813142
54,2023-01-06,523,250,35.894718208913176
54,2023-02-05,523,286,14.505366447393442
54,2023-03-07,407,244,15.156027310947383
54,2023-04-06,480,284,35.619348415365
54,2023-05-06,562,235,80.47399938566238
54,2023-06-05,519,309,27.17533009573344
54,2023-07-05,441,227,40.75402771358715
54,2023-08-04,583,279,91.67454890788656
54,2023-09-03,378,225,93.27475283188758
54,2023-10-03,506,269,30.924607750046682
54,2023-11-02,585,249,9.780679275945115
55,2023-06-28,224,108,10.907454712525432
55,2023-07-28,224,95,37.16524651552869
55,2023-08-27,214,75,85.83854467903355
55,2023-09-26,215,107,18.83395205443864
55,2023-10-26,203,107,47.28310421772872
56,2022-03-09,530,239,98.5100170991208
56,2022-04-08,486,242,66.73299519298874
56,2022-05-08,464,241,99.315574084377
56,2022-06-07,576,277,74.79657921799571
56,2022-07-07,563,242,50.640682788953484
56,2022-08-06,569,282,94.37866617310914
56,2022-09-05,538,288,16.33329062897697
56,2022-10-05,576,283,10.272397508745723
56,2022-11-04,631,312,69.7611528384763
56,2022-12-04,606,298,88.37272487341284
56,2023-01-03,640,328,18.081432571259004
56,2023-02-02,650,308,63.93805055240755
56,2023-03-04,710,308,2.2885673080027202
56,2023-04-03,582,348,76.61770624517953
56,2023-05-03,669,375,96.11553133259349
56,2023-06-02,630,455,54.67231121931522
56,2023-07-02,733,348,29.528347379087773
56,2023-08-01,676,396,6.2442924721778486
56,2023-08-31,820,358,16.756494310662195
57,2023-01-18,211,91,27.945897691451048
57,2023-02-17,220,110,96.24042757059529
57,2023-03-19,242,120,6.432842845340081
57,2023-04-18,317,123,32.249223508677694
57,2023-05-18,262,142,13.268407740839127
57,2023-06-17,278,135,53.70133517652764
57,2023-07-17,267,187,54.42875055403037
58,2022-11-08,936,471,75.74688385311312
58,2022-12-08,941,372,54.3523822052997
58,2023-01-07,788,434,2.174800065578064
58,2023-02-06,804,373,76.98781012137512
58,2023-03-08,693,331,81.24868438650653
58,2023-04-07,620,330,16.225801934947583
58,2023-05-07,638,303,29.344760484772927
58,2023-06-06,412,279,41.24179636090465
59,2023-11-02,1017,649,71.31205034102283
60,2022-03-07,201,106,62.12724524626486
60,2022-04-06,234,108,76.88990200822971
60,2022-05-06,210,94,31.60960262387038
60,2022-06-05,181,112,82.86158183822538
60,2022-07-05,179,112,32.24607048443726
60,2022-08-04,213,105,19.710198530104428
60,2022-09-03,195,99,17.33879376597671
60,2022-10-03,228,109,25.536069313815048
60,2022-11-02,210,85,12.30897419221737
60,2022-12-02,179,100,73.45179487538664
60,2023-01-01,176,91,68.46861309441263
60,2023-01-31,206,93,72.49608846881627
60,2023-03-02,193,104,53.1694927000801
60,2023-04-01,222,91,88.51843386069415
60,2023-05-01,206,84,8.214386678674245
60,2023-05-31,206,122,91.81057932570735
60,2023-06-30,175,93,93.35026378403441
60,2023-07-30,190,91,74.64617300959992
60,2023-08-29,199,111,85.72293367144746
60,2023-09-28,162,93,97.72576614497616
61,2023-11-26,947,485,50.86359759894884
61,2023-12-26,745,429,14.822300238483022
61,2024-01-25,682,285,58.65122069418428
61,2024-02-24,491,224,14.063000358427347
62,2022-02-03,548,244,25.356860275871075
62,2022-03-05,603,265,61.107423045119944
62,2022-04-04,555,221,17.36845117646457
62,2022-05-04,488,260,64.46467240654093
62,2022-06-03,429,262,32.39615865966666
62,2022-07-03,535,282,34.53382063288788
62,2022-08-02,448,199,55.20391679046289
62,2022-09-01,481,233,54.264030560850095
62,2022-10-01,580,205,68.72122655852965
62,2022-10-31,585,229,88.33889851287267
62,2022-11-30,508,247,36.74493271811126
62,2022-12-30,561,264,70.99510343104103
62,2023-01-29,559,306,13.888701666858571
62,2023-02-28,532,283,32.573711746160136
62,2023-03-30,486,237,65.71765103645951
62,2023-04-29,472,268,60.630510555940866
62,2023-05-29,502,280,79.42516391423872
62,2023-06-28,435,247,99.09266783646477
62,2023-07-28,476,248,41.79426217167923
62,2023-08-27,529,244,25.160555268555772
62,2023-09-26,468,262,73.61179264913397
62,2023-10-26,577,260,12.003574407801187
62,2023-11-25,512,253,83.81800236059439
62,2023-12-25,539,293,74.46615822914076
63,2023-01-15,549,237,51.54169486144077
63,2023-02-14,609,250,21.260503237105908
63,2023-03-16,448,216,63.601350225414244
63,2023-04-15,453,235,78.72768328470362
63,2023-05-15,350,217,91.70428398122374
63,2023-06-14,422,231,10.536434591249533
63,2023-07-14,446,296,14.75082487435907
63,2023-08-13,455,253,60.0393392235552
63,2023-09-12,473,235,73.8435793790974
63,2023-10-12,529,261,54.88832399105402
63,2023-11-11,525,240,38.85626592304155
64,2023-09-29,1087,561,48.47309488243344
64,2023-10-29,1118,463,31.547949712377253
65,2023-09-06,216,107,49.50392289466645
66,2023-11-06,197,106,21.18965797088771
67,2023-11-12,226,104,71.4289693052767
68,2023-11-15,222,104,18.034911170305946
69,2023-09-15,218,67,94.94989448482261
69,2023-10-15,201,108,17.891285739206907
70,2022-10-07,360,223,67.45110336438698
70,2022-11-06,573,257,3.2249040139234686
70,2022-12-06,524,306,97.3333461542374
70,2023-01-05,499,274,46.46471604599751
70,2023-02-04,548,270,46.37472186104971
70,2023-03-06,517,311,16.10588405632505
70,2023-04-05,744,261,30.441949500311093
70,2023-05-05,754,341,12.986398309388969
70,2023-06-04,666,332,99.87055886306874
70,2023-07-04,694,374,52.57245044082233
70,2023-08-03,741,338,29.119236690852357
70,2023-09-02,875,391,0.586467007150071
71,2022-11-13,169,81,33.01604581661665
71,2022-12-13,207,108,30.768806625181476
71,2023-01-12,201,81,65.37914336326324
71,2023-02-11,196,97,14.52859628133929
71,2023-03-13,210,108,15.466963062821682
71,2023-04-12,196,91,53.59712105904057
71,2023-05-12,228,95,16.48652948616951
71,2023-06-11,209,86,34.25607589889646
71,2023-07-11,207,90,14.133507145048618
71,2023-08-10,186,92,54.653559959363626
72,2022-03-29,563,248,13.887863805686917
72,2022-04-28,524,222,64.71843239121772
72,2022-05-28,567,252,85.76500568729834
72,2022-06-27,495,263,26.015733878792712
72,2022-07-27,519,275,50.747814523009694
72,2022-08-26,569,266,84.87342058919904
72,2022-09-25,641,370,65.00745028012234
72,2022-10-25,657,293,63.21194647938664
72,2022-11-24,649,293,96.71544892345422
72,2022-12-24,626,285,15.607172756453169
72,2023-01-23,605,353,36.14941839828872
72,2023-02-22,742,273,27.57271776737522
72,2023-03-24,663,282,71.87098429717781
72,2023-04-23,594,350,18.134117747815125
72,2023-05-23,649,376,68.72030779958762
72,2023-06-22,682,363,16.34106665627655
72,2023-07-22,724,451,5.607418288247434
73,2022-06-30,203,121,13.58140684253999
73,2022-07-30,187,99,73.2905946408857
73,2022-08-29,184,135,36.089563327774734
73,2022-09-28,176,116,32.27123198378694
73,2022-10-28,209,99,65.80042258493788
73,2022-11-27,211,105,83.97680035184021
73,2022-12-27,248,101,95.50915772448427
73,2023-01-26,196,107,12.592972109548073
73,2023-02-25,203,94,50.27454125945676
73,2023-03-27,195,120,92.14552393992702
73,2023-04-26,254,93,50.61626293561379
73,2023-05-26,212,102,5.757332451644393
73,2023-06-25,200,103,75.68178125296443
74,2022-02-04,222,97,89.45338670013948
74,2022-03-06,188,92,4.096566804692703
74,2022-04-05,179,92,44.75566055860687
74,2022-05-05,187,110,24.40463817673487
74,2022-06-04,176,97,30.474902881467447
74,2022-07-04,163,82,44.650473569514915
