"CUSTOMER_ID","SEGMENT","INDUSTRY","COUNTRY","PLAN","MRR","SUBSCRIPTION_DURATION","CUSTOMER_STATUS","CHURN_LABEL","AVG_MONTHLY_LOGINS","AVG_TICKETS_RAISED","AVG_FEATURE_USAGE","PREDICTED_CHURN","CHURN_PROBABILITY"
93,"Mid-Market","Professional Services","UK","Pro",5684,945,"Active","0",500.777778,252.111111,50.1725422321276,0,0
94,"SMB","Logistics","UK","Growth",1020,216,"Churned","1",203.285714,88.142857,57.9766696464851,0,0
95,"SMB","Technology","USA","Enterprise",8712,714,"Active","0",1089,426,79.5728721711135,0,0
96,"SMB","Manufacturing","USA","Growth",735,743,"Active","0",220,78,40.2732218468231,0,0.31
97,"SMB","Manufacturing","UK","Pro",3479,752,"Active","0",535,266,96.6098031699566,0,0
98,"Mid-Market","Logistics","France","Growth",975,255,"Churned","1",194.111111,103.222222,60.1785159226595,1,0.75
99,"SMB","Retail","UK","Pro",2254,841,"Active","0",379.866667,188.466667,56.7273292175786,0,0
100,"SMB","Logistics","UK","Pro",3822,777,"Active","0",504.583333,258.583333,30.9516235078621,0,0
101,"SMB","Financial Services/Fintech","Japan","Enterprise",4158,907,"Active","0",1051.866667,512.533333,43.1372863839354,0,0
102,"SMB","Healthcare","USA","Pro",2107,873,"Active","0",499.769231,264.461538,63.3603569571205,0,0
103,"SMB","Education","France","Enterprise",5742,916,"Active","0",742.461538,377.153846,51.3311094636021,0,0
104,"Mid-Market","Retail","Canada","Pro",2744,280,"Churned","1",621.666667,311.555556,45.7421031928292,0,0
105,"Enterprise","Healthcare","Japan","Pro",245,837,"Active","0",501.045455,247.772727,49.4640598908471,0,0
106,"SMB","Professional Services","UK","Growth",990,767,"Active","0",146.277778,71.222222,54.3903032798387,0,0
107,"SMB","Technology","Germany","Growth",1020,196,"Churned","1",149.166667,72.833333,54.1436668891421,0,0.34
108,"SMB","Manufacturing","USA","Pro",1911,866,"Active","0",493.25,244.625,47.0932728520427,0,0
109,"Mid-Market","Technology","Japan","Enterprise",7326,503,"Active","0",1001,527,37.9102549226228,0,0.36
110,"SMB","Retail","UK","Growth",195,983,"Active","0",200.133333,100,57.2462460302728,0,0.21
111,"SMB","Real Estate","Canada","Growth",330,419,"Active","0",195,97,42.4745645631797,0,0
112,"Mid-Market","Logistics","USA","Growth",75,499,"Active","0",212,104,39.4457744823361,0,0
113,"SMB","Financial Services/Fintech","Japan","Enterprise",5742,139,"Churned","1",1240.75,623.5,59.8247285233762,0,0
114,"SMB","Healthcare","Germany","Growth",855,308,"Churned","1",202.1,98.3,55.0850923224398,0,0
115,"SMB","Healthcare","USA","Growth",990,743,"Active","0",144.933333,73.4,57.1333783398101,0,0
116,"SMB","Media","USA","Growth",765,532,"Active","0",201.571429,105.285714,37.0621576524282,0,0
117,"SMB","Manufacturing","UK","Growth",645,544,"Active","0",204.166667,104.666667,42.3983954255925,0,0
118,"SMB","Healthcare","USA","Pro",3087,430,"Active","0",493,259,50.9857164165445,0,0
119,"SMB","Retail","UK","Enterprise",1386,888,"Active","0",1212.6,594.866667,52.4975883408458,0,0
120,"SMB","Education","Brazil","Growth",825,184,"Churned","1",213.166667,98.833333,64.0567450419785,1,0.59
121,"Enterprise","Real Estate","Germany","Growth",300,271,"Churned","1",194.888889,92.444444,40.8508460879701,0,0
122,"SMB","Healthcare","Japan","Enterprise",9009,783,"Active","0",1021.777778,495.888889,54.9726930969764,0,0.15
123,"Mid-Market","Education","UK","Enterprise",2871,958,"Active","0",1010.428571,523.785714,50.3098198505572,0,0
124,"SMB","Healthcare","Germany","Growth",840,625,"Active","0",194,111.5,40.6620660701996,0,0
125,"SMB","Retail","Canada","Growth",375,1088,"Active","0",196.375,100.125,58.4429093302001,0,0
126,"SMB","Education","UK","Enterprise",5049,660,"Active","0",888,437,5.7919561452445,0,0
127,"SMB","Professional Services","Canada","Pro",5880,559,"Active","0",512,222,26.0228087683641,0,0.46
128,"SMB","Healthcare","UK","Enterprise",7821,970,"Active","0",1310.714286,617.214286,57.0376205751637,0,0
129,"SMB","Professional Services","Brazil","Growth",750,316,"Churned","1",209,101.2,52.7993310419365,0,0
130,"SMB","Media","Canada","Pro",2450,862,"Active","0",506.25,245.875,50.966623191991,0,0
131,"SMB","Manufacturing","India","Pro",7154,832,"Active","0",488.5,250.5,79.6338621800542,0,0
132,"Enterprise","Retail","Germany","Enterprise",891,1069,"Active","0",744.153846,366.692308,46.8878623290192,0,0
133,"SMB","Financial Services/Fintech","Canada","Enterprise",2376,812,"Active","0",1009.25,485,56.9589999623248,0,0
134,"SMB","Retail","Canada","Growth",405,984,"Active","0",244.75,115.25,60.5359269456798,0,0
135,"SMB","Logistics","UK","Pro",5831,952,"Active","0",521.5,246,17.8664282847235,0,0
136,"SMB","Financial Services/Fintech","USA","Growth",390,1107,"Active","0",190,101.5,47.5671963724569,0,0
137,"Mid-Market","Logistics","France","Enterprise",9405,450,"Active","0",933,477,7.41659236276187,0,0
138,"SMB","Education","Singapore","Pro",6762,870,"Active","0",503.071429,254.214286,30.6041445895069,0,0
139,"SMB","Media","USA","Enterprise",792,294,"Churned","1",1018.2,513.6,44.310980934316,0,0
140,"SMB","Education","Japan","Growth",420,1071,"Active","0",202.782609,97.565217,49.2480785549376,0,0.35
141,"Mid-Market","Healthcare","USA","Growth",1020,1102,"Active","0",198.454545,98.272727,44.0343686342628,0,0
142,"SMB","Manufacturing","Canada","Growth",930,480,"Active","0",212,111,57.6520824949373,0,0.45
143,"SMB","Retail","UK","Growth",165,626,"Active","0",152.2,74,56.0362727833085,0,0
144,"SMB","Technology","USA","Growth",480,916,"Active","0",201.153846,97.923077,48.8074338112114,0,0
145,"SMB","Retail","USA","Enterprise",3663,962,"Active","0",1005.357143,515.642857,44.0912933969034,0,0.25
146,"SMB","Retail","UK","Growth",105,795,"Active","0",216,100.142857,66.4720718295849,0,0
147,"Enterprise","Financial Services/Fintech","USA","Pro",1764,209,"Churned","1",377.571429,190.428571,62.1333082400879,0,0
148,"Mid-Market","Real Estate","USA","Enterprise",4059,849,"Active","0",746,362.6,52.7758729340123,0,0
149,"SMB","Technology","USA","Enterprise",8712,1073,"Active","0",787.857143,378.714286,37.1730809683642,1,0.73
150,"SMB","Healthcare","USA","Pro",833,63,"Churned","1",642,325,47.1192970427548,0,0
151,"SMB","Logistics","USA","Growth",165,780,"Active","0",153.727273,79.272727,26.3144166932716,0,0
152,"SMB","Professional Services","Australia","Growth",1020,401,"Active","0",203,130,18.0094464505205,0,0
153,"SMB","Logistics","India","Growth",420,985,"Active","0",197.105263,103.105263,57.1711662055101,0,0
154,"SMB","Manufacturing","USA","Pro",5929,422,"Active","0",518,214,50.7458381839055,0,0
155,"Enterprise","Media","USA","Pro",2303,814,"Active","0",512.384615,256.153846,45.5139591271975,0,0.12
156,"SMB","Manufacturing","Germany","Pro",5096,804,"Active","0",613.818182,305.636364,58.7069804449471,0,0
157,"Enterprise","Media","USA","Enterprise",8712,1072,"Active","0",940.222222,467.5,53.5578045594585,0,0
158,"SMB","Retail","France","Enterprise",1881,1003,"Active","0",1044.266667,490.6,40.1551923695039,0,0.38
159,"SMB","Financial Services/Fintech","USA","Enterprise",8118,270,"Churned","1",976.444444,504.777778,66.5327533029982,0,0
160,"SMB","Healthcare","USA","Enterprise",6534,974,"Active","0",1016.5,483.1,44.6145389885715,0,0
161,"Mid-Market","Real Estate","USA","Growth",855,718,"Active","0",180,107,69.3311637801562,0,0
162,"SMB","Manufacturing","USA","Growth",1005,785,"Active","0",190,100,31.868000753864,0,0.1
163,"Mid-Market","Financial Services/Fintech","France","Growth",345,460,"Active","0",200,98,98.5085918382333,0,0
164,"Mid-Market","Logistics","USA","Pro",3136,176,"Churned","1",376.833333,183.333333,43.8401631227738,1,0.53
165,"Mid-Market","Real Estate","Brazil","Pro",2989,955,"Active","0",628.666667,326,44.7328080394237,0,0
166,"Mid-Market","Education","UK","Growth",735,941,"Active","0",243.285714,124.571429,55.5730713158934,0,0
167,"Mid-Market","Retail","Japan","Enterprise",3168,578,"Active","0",975,524,77.3183356273234,0,0
168,"Mid-Market","Technology","USA","Growth",225,339,"Churned","1",194.727273,101,33.2892630489138,0,0
169,"SMB","Technology","USA","Enterprise",4653,789,"Active","0",987.636364,490.227273,58.328405759509,0,0
170,"Mid-Market","Professional Services","Australia","Growth",1020,806,"Active","0",245.636364,124.318182,50.7610404994788,0,0
171,"Enterprise","Retail","USA","Growth",150,114,"Churned","1",207.75,103.5,50.9081205551589,0,0
172,"SMB","Professional Services","India","Growth",300,429,"Active","0",201,98,52.413353619382,0,0
173,"Enterprise","Technology","UK","Growth",975,497,"Active","0",239.5,123.5,54.7899291750048,0,0
174,"SMB","Healthcare","Germany","Growth",225,648,"Active","0",195.833333,96.333333,34.7132234405368,0,0
175,"SMB","Logistics","USA","Pro",7252,235,"Churned","1",490,261.25,44.0403214512122,0,0
176,"SMB","Healthcare","Australia","Growth",330,682,"Active","0",151.4,73,42.784870638334,0,0.28
177,"SMB","Financial Services/Fintech","Australia","Enterprise",5148,655,"Active","0",1004.846154,499.461538,49.0228140339977,0,0
178,"Mid-Market","Logistics","France","Growth",675,636,"Active","0",147.181818,74.545455,41.2307963396235,0,0
179,"Enterprise","Technology","USA","Growth",870,1007,"Active","0",200.045455,99.545455,53.988208162274,0,0.49
180,"Mid-Market","Professional Services","Japan","Enterprise",9504,879,"Active","0",1026.882353,500.647059,40.6865703833057,0,0
181,"Enterprise","Retail","Japan","Growth",225,546,"Active","0",252.6,112.6,34.3767641593668,0,0
182,"SMB","Retail","India","Pro",4459,256,"Churned","1",497,255.111111,43.9324138439839,1,0.66
183,"SMB","Media","Australia","Growth",300,477,"Active","0",227,102,34.0740840222187,0,0
184,"SMB","Real Estate","UK","Growth",510,851,"Active","0",201,94.5,47.979576337285,0,0
185,"Mid-Market","Education","USA","Growth",345,474,"Active","0",195,88,87.5549906843355,0,0
186,"SMB","Technology","Japan","Pro",2009,529,"Active","0",406,228,85.651592151047,0,0
187,"Enterprise","Technology","Japan","Growth",165,966,"Active","0",194.4,101,56.573674523534,0,0.24
188,"SMB","Professional Services","USA","Pro",6027,964,"Active","0",634.214286,313.785714,38.727849288782,1,0.77
189,"Enterprise","Media","UK","Enterprise",693,879,"Active","0",758.9,381.2,58.2433833781746,0,0
190,"SMB","Manufacturing","Singapore","Growth",120,923,"Active","0",264.8,125,59.5666064480195,0,0
191,"SMB","Real Estate","USA","Enterprise",4257,646,"Active","0",997,466,24.6195825660903,0,0
192,"Mid-Market","Healthcare","USA","Growth",120,881,"Active","0",199.875,98.875,59.1983643741444,0,0
193,"Mid-Market","Healthcare","Brazil","Enterprise",4554,530,"Active","0",996,573,17.8310371547193,0,0
194,"SMB","Manufacturing","India","Enterprise",8316,902,"Active","0",1054.769231,480,46.4691279523265,0,0.46
195,"Enterprise","Media","Singapore","Growth",525,116,"Churned","1",212.25,98.75,61.0817203484168,0,0
196,"Enterprise","Real Estate","USA","Enterprise",6633,808,"Active","0",831,450,84.0945326117054,0,0.29
197,"SMB","Technology","USA","Growth",795,1004,"Active","0",235.5,121,32.2090300237086,0,0
198,"SMB","Retail","Australia","Growth",780,972,"Active","0",207.75,103.5,41.3287082648929,0,0
199,"SMB","Technology","Canada","Pro",2156,748,"Active","0",569,204,45.2289732159477,0,0
200,"SMB","Healthcare","USA","Enterprise",1287,848,"Active","0",1067.666667,508,47.8093375458979,0,0
201,"Mid-Market","Logistics","Singapore","Enterprise",6138,566,"Active","0",953,451,54.774435006255,0,0
202,"SMB","Professional Services","Singapore","Growth",150,865,"Active","0",198.333333,98.555556,46.4247374456137,0,0
203,"SMB","Professional Services","USA","Pro",1568,937,"Active","0",503,233.4,41.6208818391178,0,0
204,"SMB","Education","USA","Growth",75,501,"Active","0",209,109,26.7972813866508,0,0
205,"SMB","Financial Services/Fintech","USA","Growth",945,942,"Active","0",197.785714,104.428571,48.3371070108232,0,0
206,"SMB","Healthcare","Canada","Pro",2989,201,"Churned","1",341,189.142857,30.2312241822411,0,0
207,"SMB","Media","USA","Growth",1035,651,"Active","0",200.846154,100.538462,53.8581732056021,0,0
208,"SMB","Professional Services","Canada","Growth",555,492,"Active","0",198.833333,105.333333,53.6640540503054,1,0.57
209,"SMB","Logistics","Canada","Enterprise",8019,1058,"Active","0",1220.208333,626.041667,46.4395957639742,0,0
210,"Enterprise","Technology","Singapore","Pro",1813,1090,"Active","0",640.666667,315.875,57.7309942041717,0,0
211,"SMB","Education","USA","Enterprise",6336,395,"Active","0",1100,505,13.3008395461485,0,0
212,"SMB","Retail","Australia","Growth",960,568,"Active","0",214,100.833333,50.6241127349507,0,0
213,"SMB","Healthcare","France","Enterprise",1782,465,"Active","0",852,475,30.7244416783128,0,0
214,"SMB","Financial Services/Fintech","Australia","Growth",960,727,"Active","0",147.666667,74.888889,52.1571057934916,0,0
215,"SMB","Media","Japan","Pro",3479,144,"Churned","1",498.6,249.2,79.7543426833351,0,0
216,"Mid-Market","Education","Australia","Pro",4459,563,"Active","0",599,248,14.2696960052975,0,0
217,"SMB","Retail","Singapore","Enterprise",5148,1072,"Active","0",1014.875,479.875,53.805782935926,0,0.17
218,"Enterprise","Financial Services/Fintech","USA","Growth",510,951,"Active","0",202.454545,94.818182,44.4804435607096,0,0
219,"SMB","Financial Services/Fintech","Australia","Growth",120,1082,"Active","0",151.8,74.6,64.2459295939739,0,0
220,"Enterprise","Education","Canada","Pro",1029,579,"Active","0",504,269,61.385913701248,0,0
221,"Enterprise","Technology","Brazil","Growth",540,528,"Active","0",202,80,10.1392555857431,0,0
222,"SMB","Media","USA","Pro",5341,734,"Active","0",501.285714,255.571429,60.032458762434,0,0
223,"SMB","Manufacturing","USA","Growth",900,587,"Active","0",210,111,50.7847949184545,1,0.62
224,"SMB","Financial Services/Fintech","Australia","Growth",75,999,"Active","0",195.428571,100,48.855685150232,0,0
225,"SMB","Professional Services","USA","Growth",255,129,"Churned","1",189.75,95.75,46.9719118964153,0,0
226,"Enterprise","Manufacturing","Australia","Growth",855,908,"Active","0",241,87,91.0848236740058,0,0
227,"SMB","Logistics","Brazil","Enterprise",2376,325,"Churned","1",966.181818,486.545455,37.4074474147922,0,0
228,"SMB","Education","Japan","Growth",885,905,"Active","0",150.68,76,56.3894348578079,0,0.16
229,"Mid-Market","Financial Services/Fintech","USA","Pro",4606,667,"Active","0",495.1875,239.625,65.7538961480074,1,0.53
230,"Enterprise","Professional Services","USA","Growth",360,188,"Churned","1",255.333333,119.333333,47.3564000506172,0,0
231,"SMB","Logistics","Australia","Growth",870,425,"Active","0",189,104,73.9448081776951,0,0
232,"Enterprise","Manufacturing","Australia","Growth",630,115,"Churned","1",237.25,128,47.2536781112584,0,0
233,"SMB","Retail","Germany","Growth",105,1025,"Active","0",146.571429,72.52381,49.2027633159447,0,0
234,"Mid-Market","Healthcare","France","Enterprise",9009,912,"Active","0",1003.5625,513.75,55.2450001058928,0,0
235,"Mid-Market","Manufacturing","Australia","Enterprise",7227,895,"Active","0",1004.142857,497.857143,27.6053658520376,0,0
236,"Mid-Market","Healthcare","USA","Enterprise",2673,947,"Active","0",740.285714,365.928571,53.2856992551751,0,0
237,"SMB","Professional Services","France","Pro",4312,552,"Active","0",591,232,47.6482732594646,0,0
238,"SMB","Financial Services/Fintech","USA","Pro",2450,424,"Active","0",513,257,45.9262046321557,0,0.29
239,"SMB","Healthcare","USA","Enterprise",4653,728,"Active","0",996.2,470.3,42.4413639704985,0,0
240,"SMB","Education","France","Pro",2009,475,"Active","0",562,249,25.0900762111779,0,0
241,"SMB","Professional Services","Canada","Pro",5733,353,"Churned","1",502.272727,258.636364,48.2713200363931,0,0
242,"Mid-Market","Financial Services/Fintech","Germany","Pro",1715,989,"Active","0",632.466667,314.533333,28.4760958838829,0,0.3
243,"SMB","Professional Services","UK","Pro",2597,894,"Active","0",604.6,320,43.7810028465783,0,0
244,"SMB","Manufacturing","USA","Pro",980,1051,"Active","0",372.5,180.071429,46.3249397321336,0,0.07
245,"Mid-Market","Professional Services","UK","Pro",6027,361,"Churned","1",657.416667,310.916667,38.3764695286888,0,0
246,"Enterprise","Manufacturing","Australia","Pro",1421,364,"Churned","1",642.416667,312.083333,46.9475641839754,0,0.19
247,"SMB","Education","USA","Enterprise",9405,943,"Active","0",1011.5,495.454545,61.3484487705671,0,0
248,"SMB","Media","Germany","Growth",900,537,"Active","0",198.25,101.625,63.9551978331841,0,0
249,"Enterprise","Education","France","Pro",3626,408,"Active","0",364,213.5,84.2125523714801,0,0
250,"Enterprise","Logistics","Canada","Growth",495,517,"Active","0",197,104.8,44.1297690510371,0,0.34
251,"SMB","Manufacturing","Singapore","Enterprise",4851,611,"Active","0",973.428571,485.428571,34.6202303496606,0,0
252,"SMB","Financial Services/Fintech","India","Growth",600,985,"Active","0",250.722222,119.111111,60.3001239945624,0,0
253,"SMB","Real Estate","Singapore","Growth",540,519,"Active","0",215,110,74.8499726266499,0,0
254,"Mid-Market","Media","Germany","Enterprise",6237,475,"Active","0",1006,441,15.0535565872212,0,0
255,"SMB","Education","UK","Pro",2548,820,"Active","0",390.909091,200.454545,50.2458452838585,0,0
256,"SMB","Real Estate","Canada","Growth",705,898,"Active","0",200.692308,94,58.5896571699956,0,0
257,"SMB","Retail","Germany","Growth",480,162,"Churned","1",148.6,79.2,66.5054637741151,0,0
258,"Enterprise","Real Estate","USA","Enterprise",1881,1071,"Active","0",757.181818,366.909091,66.9779596525166,0,0
259,"SMB","Logistics","France","Growth",285,765,"Active","0",190,99,33.0820056609598,0,0
260,"SMB","Logistics","Canada","Growth",510,1016,"Active","0",153.25,76.25,51.9720512274651,0,0
261,"Enterprise","Education","USA","Pro",5978,293,"Churned","1",381.3,179.5,34.9696219931989,0,0
262,"SMB","Real Estate","Australia","Pro",6272,733,"Active","0",478.666667,235.666667,42.6868980524956,0,0.36
263,"SMB","Healthcare","USA","Pro",4312,546,"Active","0",551,226,78.0538451257415,0,0
