customer_id,company_name,segment,industry,country,company_size
105,RevoxDynamics,Enterprise,Healthcare,Japan,535
106,DatadexSolutions,SMB,Professional Services,UK,55
107,MinexCorp,SMB,Technology,Germany,18
108,AdvancedGroup,SMB,Manufacturing,USA,75
109,GenpaxServices,Mid-Market,Technology,Japan,167
110,UpstoxCorp,SMB,Retail,UK,84
111,CeltixSystems,SMB,Real Estate,Canada,11
112,AdvancedInc,Mid-Market,Logistics,USA,499
113,BartInnovations,SMB,Financial Services/Fintech,Japan,18
114,AdvancedInnovations,SMB,Healthcare,Germany,54
115,EliteInc,SMB,Healthcare,USA,41
116,GintarSolutions,SMB,Media,USA,54
117,QestarSolutions,SMB,Manufacturing,UK,46
118,RevoxInnovations,SMB,Healthcare,USA,13
119,OnyxSolutions,SMB,Retail,UK,32
120,LogixTechnologies,SMB,Education,Brazil,56
121,HelixSystems,Enterprise,Real Estate,Germany,2118
122,JenixLabs,SMB,Healthcare,Japan,57
123,NagelCorp,Mid-Market,Education,UK,137
124,UpstoxInnovations,SMB,Healthcare,Germany,39
125,CoinbaseTechnologies,SMB,Retail,Canada,92
126,OnyxCorp,SMB,Education,UK,76
127,KraftDynamics,SMB,Professional Services,Canada,11
128,JenixTechnologies,SMB,Healthcare,UK,22
129,LogixTechnologies,SMB,Professional Services,Brazil,21
130,QestarCorp,SMB,Media,Canada,85
131,PrimeInc,SMB,Manufacturing,India,34
132,TigerCorp,Enterprise,Retail,Germany,1505
133,KraftInc,SMB,Financial Services/Fintech,Canada,14
134,PrimeInc,SMB,Retail,Canada,55
135,KraftServices,SMB,Logistics,UK,67
136,PractoInc,SMB,Financial Services/Fintech,USA,77
137,RevoxInnovations,Mid-Market,Logistics,France,322
138,IannisCorp,SMB,Education,Singapore,84
139,RadexInc,SMB,Media,USA,18
140,OnyxSolutions,SMB,Education,Japan,43
141,AdvancedSolutions,Mid-Market,Healthcare,USA,249
142,AdvancedSystems,SMB,Manufacturing,Canada,76
143,TigerLabs,SMB,Retail,UK,19
144,EulogInnovations,SMB,Technology,USA,67
145,NextDynamics,SMB,Retail,USA,55
146,PractoSolutions,SMB,Retail,UK,33
147,QestarCorp,Enterprise,Financial Services/Fintech,USA,1801
148,TexSystems,Mid-Market,Real Estate,USA,377
149,GlobalDynamics,SMB,Technology,USA,95
150,NextInc,SMB,Healthcare,USA,23
151,FraxDynamics,SMB,Logistics,USA,72
152,LacerDynamics,SMB,Professional Services,Australia,52
153,BartInc,SMB,Logistics,India,56
154,QestarServices,SMB,Manufacturing,USA,59
155,TexServices,Enterprise,Media,USA,2887
156,RadexGroup,SMB,Manufacturing,Germany,95
157,BartSystems,Enterprise,Media,USA,1521
158,FraxInc,SMB,Retail,France,17
159,IannisGroup,SMB,Financial Services/Fintech,USA,26
160,DigitalDynamics,SMB,Healthcare,USA,64
161,OnyxServices,Mid-Market,Real Estate,USA,297
162,KraftServices,SMB,Manufacturing,USA,39
163,EulogServices,Mid-Market,Financial Services/Fintech,France,355
164,SwellerTechnologies,Mid-Market,Logistics,USA,104
165,LacerCorp,Mid-Market,Real Estate,Brazil,486
166,QestarSolutions,Mid-Market,Education,UK,254
167,LogixGroup,Mid-Market,Retail,Japan,461
168,SwellerLabs,Mid-Market,Technology,USA,177
169,EulogTechnologies,SMB,Technology,USA,69
170,RevoxDynamics,Mid-Market,Professional Services,Australia,424
171,GintarLabs,Enterprise,Retail,USA,3509
172,QestarServices,SMB,Professional Services,India,12
173,TechTechnologies,Enterprise,Technology,UK,1941
174,QestarLabs,SMB,Healthcare,Germany,60
175,GintarCorp,SMB,Logistics,USA,19
176,TexTechnologies,SMB,Healthcare,Australia,71
177,GlobalLabs,SMB,Financial Services/Fintech,Australia,66
178,FraxDynamics,Mid-Market,Logistics,France,394
179,HelixDynamics,Enterprise,Technology,USA,2471
180,IannisInc,Mid-Market,Professional Services,Japan,336
181,EliteSolutions,Enterprise,Retail,Japan,4600
182,OnyxInc,SMB,Retail,India,31
183,AnatolyTechnologies,SMB,Media,Australia,79
184,TechLabs,SMB,Real Estate,UK,53
185,PrimeSolutions,Mid-Market,Education,USA,359
186,GlobalLabs,SMB,Technology,Japan,46
187,LogixCorp,Enterprise,Technology,Japan,3220
188,TechInc,SMB,Professional Services,USA,95
189,TigerGroup,Enterprise,Media,UK,1757
190,DatadexDynamics,SMB,Manufacturing,Singapore,78
191,IannisInnovations,SMB,Real Estate,USA,49
192,SwellerLabs,Mid-Market,Healthcare,USA,409
193,RadexCorp,Mid-Market,Healthcare,Brazil,378
194,FraxLabs,SMB,Manufacturing,India,19
195,AdvancedInnovations,Enterprise,Media,Singapore,3243
196,RevoxServices,Enterprise,Real Estate,USA,4472
197,SmartInnovations,SMB,Technology,USA,68
198,KraftGroup,SMB,Retail,Australia,19
199,LacerSolutions,SMB,Technology,Canada,37
200,ProTechnologies,SMB,Healthcare,USA,97
201,GlobalCorp,Mid-Market,Logistics,Singapore,293
202,LacerTechnologies,SMB,Professional Services,Singapore,50
203,OnyxSolutions,SMB,Professional Services,USA,60
204,AdvancedDynamics,SMB,Education,USA,55
205,PrimeInc,SMB,Financial Services/Fintech,USA,22
206,UpstoxTechnologies,SMB,Healthcare,Canada,50
207,NagelSolutions,SMB,Media,USA,50
208,CoinbaseServices,SMB,Professional Services,Canada,67
209,DatadexSolutions,SMB,Logistics,Canada,35
210,UpstoxGroup,Enterprise,Technology,Singapore,1033
211,PrimeDynamics,SMB,Education,USA,99
212,CeltixServices,SMB,Retail,Australia,70
213,NagelInnovations,SMB,Healthcare,France,53
214,MinexTechnologies,SMB,Financial Services/Fintech,Australia,90
215,GintarLabs,SMB,Media,Japan,28
216,HelixCorp,Mid-Market,Education,Australia,263
217,SwellerGroup,SMB,Retail,Singapore,46
218,OnyxSystems,Enterprise,Financial Services/Fintech,USA,1639
219,GlobalServices,SMB,Financial Services/Fintech,Australia,31
220,HelixDynamics,Enterprise,Education,Canada,3264
221,RevoxInnovations,Enterprise,Technology,Brazil,862
222,OnyxSystems,SMB,Media,USA,21
223,GlobalServices,SMB,Manufacturing,USA,92
224,SmartInnovations,SMB,Financial Services/Fintech,Australia,39
225,UpstoxInc,SMB,Professional Services,USA,44
226,DatadexGroup,Enterprise,Manufacturing,Australia,2828
227,CeltixCorp,SMB,Logistics,Brazil,54
228,KraftSolutions,SMB,Education,Japan,79
229,KraftSolutions,Mid-Market,Financial Services/Fintech,USA,201
230,OnyxInc,Enterprise,Professional Services,USA,586
231,TexTechnologies,SMB,Logistics,Australia,26
232,LogixDynamics,Enterprise,Manufacturing,Australia,4017
233,CeltixSolutions,SMB,Retail,Germany,24
234,DatadexTechnologies,Mid-Market,Healthcare,France,213
235,QestarServices,Mid-Market,Manufacturing,Australia,257
236,TexInc,Mid-Market,Healthcare,USA,239
237,GintarGroup,SMB,Professional Services,France,38
238,LogixSystems,SMB,Financial Services/Fintech,USA,44
239,GintarLabs,SMB,Healthcare,USA,32
240,PractoInc,SMB,Education,France,76
241,BartLabs,SMB,Professional Services,Canada,71
242,EliteInc,Mid-Market,Financial Services/Fintech,Germany,439
243,AnatolyTechnologies,SMB,Professional Services,UK,12
244,KraftSystems,SMB,Manufacturing,USA,35
245,EliteServices,Mid-Market,Professional Services,UK,136
246,LogixCorp,Enterprise,Manufacturing,Australia,4811
247,NagelCorp,SMB,Education,USA,32
248,KraftServices,SMB,Media,Germany,42
249,QestarInnovations,Enterprise,Education,France,3613
250,OnyxInc,Enterprise,Logistics,Canada,4470
251,PrimeCorp,SMB,Manufacturing,Singapore,19
252,NextDynamics,SMB,Financial Services/Fintech,India,78
253,TigerSolutions,SMB,Real Estate,Singapore,80
254,CoinbaseTechnologies,Mid-Market,Media,Germany,374
255,DigitalCorp,SMB,Education,UK,19
256,TexCorp,SMB,Real Estate,Canada,12
257,JenixSystems,SMB,Retail,Germany,96
258,UpstoxGroup,Enterprise,Real Estate,USA,1988
259,AdvancedInnovations,SMB,Logistics,France,37
260,UpstoxCorp,SMB,Logistics,Canada,75
261,ProCorp,Enterprise,Education,USA,1935
262,GlobalCorp,SMB,Real Estate,Australia,37
263,BartInnovations,SMB,Healthcare,USA,40
264,TechSystems,Mid-Market,Financial Services/Fintech,USA,346
265,SmartSolutions,SMB,Retail,Singapore,12
266,AnatolyTechnologies,Mid-Market,Manufacturing,Canada,468
267,RadexInc,SMB,Technology,Canada,45
268,EliteSystems,SMB,Healthcare,USA,70
269,EulogSystems,Enterprise,Retail,Canada,4765
270,OnyxSystems,SMB,Retail,USA,49
271,AnatolyServices,Mid-Market,Technology,France,122
272,RadexCorp,SMB,Logistics,India,24
273,SwellerTechnologies,SMB,Retail,India,77
274,IannisInnovations,Mid-Market,Healthcare,USA,493
275,GintarDynamics,SMB,Education,Australia,69
276,IannisInnovations,SMB,Professional Services,India,32
277,TechSystems,SMB,Professional Services,USA,37
278,DigitalLabs,SMB,Professional Services,USA,54
279,FraxDynamics,Mid-Market,Healthcare,India,500
280,PrimeInnovations,Mid-Market,Financial Services/Fintech,France,360
281,GenpaxInc,Mid-Market,Manufacturing,UK,353
282,CoinbaseLabs,Mid-Market,Technology,USA,267
283,SmartInc,SMB,Media,Canada,47
284,IannisGroup,SMB,Logistics,UK,46
285,CoinbaseInc,Mid-Market,Professional Services,Canada,396
286,TigerLabs,SMB,Real Estate,UK,88
287,GlobalSystems,SMB,Logistics,Australia,14
288,UpstoxDynamics,Enterprise,Healthcare,Germany,726
289,DatadexGroup,SMB,Financial Services/Fintech,France,68
290,TexGroup,SMB,Financial Services/Fintech,Australia,11
291,BartCorp,SMB,Professional Services,USA,97
292,EliteGroup,Mid-Market,Real Estate,UK,432
293,PractoServices,SMB,Media,USA,20
294,TigerInnovations,SMB,Professional Services,Canada,51
295,RevoxCorp,Enterprise,Technology,Brazil,1544
296,PractoSolutions,Mid-Market,Logistics,Australia,482
297,SwellerInc,Mid-Market,Education,USA,254
298,GlobalLabs,SMB,Logistics,USA,18
299,RevoxLabs,SMB,Real Estate,USA,90
300,RadexDynamics,SMB,Professional Services,USA,18
301,NextInc,SMB,Technology,Canada,56
302,CoinbaseSystems,SMB,Real Estate,UK,88
303,CloudSystems,SMB,Manufacturing,USA,15
304,TechCorp,SMB,Real Estate,USA,63
305,HelixDynamics,Mid-Market,Healthcare,Germany,145
306,CoinbaseLabs,Mid-Market,Real Estate,Australia,329
307,DatadexInc,SMB,Media,India,70
308,TigerSystems,SMB,Professional Services,USA,56
309,JenixSystems,SMB,Healthcare,India,47
310,QestarCorp,SMB,Real Estate,Australia,28
311,EulogSolutions,SMB,Healthcare,USA,85
312,AnatolyGroup,SMB,Technology,USA,13
313,ProInc,Enterprise,Education,UK,4825
314,IannisServices,Mid-Market,Healthcare,Canada,432
315,CoinbaseTechnologies,SMB,Logistics,USA,37
316,UpstoxSolutions,Enterprise,Manufacturing,India,3544
317,AnatolyLabs,Mid-Market,Financial Services/Fintech,USA,466
318,TigerDynamics,Mid-Market,Manufacturing,Canada,267
319,CloudServices,SMB,Real Estate,UK,37
320,FraxSystems,SMB,Education,Canada,92
321,SwellerGroup,Mid-Market,Manufacturing,Singapore,335
322,EliteDynamics,SMB,Financial Services/Fintech,Brazil,55
323,RevoxDynamics,Mid-Market,Media,USA,393
324,SmartTechnologies,Enterprise,Media,UK,4288
325,TexSolutions,Mid-Market,Education,India,449
326,IannisLabs,SMB,Financial Services/Fintech,UK,43
327,MinexTechnologies,SMB,Financial Services/Fintech,Australia,16
328,GintarCorp,Mid-Market,Technology,Brazil,149
329,AdvancedTechnologies,Enterprise,Retail,Australia,3328
330,DatadexTechnologies,SMB,Healthcare,USA,46
331,EliteSolutions,Mid-Market,Education,India,424
332,KraftDynamics,Enterprise,Professional Services,Japan,4135
333,GintarSolutions,SMB,Technology,Germany,25
334,OnyxServices,Mid-Market,Media,UK,190
335,JenixDynamics,SMB,Technology,Japan,16
336,KraftServices,SMB,Real Estate,Japan,55
337,ProServices,SMB,Healthcare,Japan,83
338,GlobalGroup,Mid-Market,Professional Services,UK,296
339,AnatolyDynamics,Mid-Market,Education,France,233
340,TexInc,SMB,Real Estate,Germany,73
341,AnatolySystems,Enterprise,Retail,USA,3646
342,OnyxInnovations,Mid-Market,Professional Services,Canada,238
343,KraftSolutions,Mid-Market,Financial Services/Fintech,France,419
344,TigerLabs,SMB,Professional Services,Singapore,55
345,DigitalLabs,SMB,Technology,India,39
346,DigitalGroup,SMB,Logistics,USA,88
347,UpstoxLabs,Enterprise,Real Estate,Canada,3145
348,DatadexTechnologies,SMB,Technology,Canada,36
349,SmartServices,Enterprise,Financial Services/Fintech,Singapore,3040
350,UpstoxCorp,Mid-Market,Media,USA,248
351,EliteTechnologies,Mid-Market,Technology,France,230
352,GintarInc,Mid-Market,Professional Services,Australia,373
353,SwellerCorp,SMB,Retail,Japan,88
354,FraxTechnologies,Mid-Market,Professional Services,Canada,206
355,FraxTechnologies,SMB,Professional Services,Germany,38
356,DigitalInc,Mid-Market,Real Estate,Brazil,428
357,JenixTechnologies,Mid-Market,Education,France,259
358,HelixGroup,Mid-Market,Healthcare,USA,293
359,PrimeLabs,Mid-Market,Professional Services,USA,374
360,EliteCorp,SMB,Professional Services,India,34
361,AdvancedInc,SMB,Healthcare,UK,55
362,KraftInnovations,Mid-Market,Retail,Germany,108
363,LogixInc,SMB,Real Estate,Germany,65
364,AnatolyCorp,SMB,Media,Brazil,36
365,NagelTechnologies,SMB,Financial Services/Fintech,Canada,12
366,NagelSolutions,SMB,Financial Services/Fintech,France,95
367,QestarSolutions,SMB,Technology,USA,37
368,HelixInc,Mid-Market,Real Estate,Canada,242
369,DigitalInnovations,SMB,Logistics,USA,11
370,EliteInc,SMB,Media,India,16
371,CeltixTechnologies,Enterprise,Financial Services/Fintech,India,3037
372,OnyxCorp,SMB,Logistics,USA,53
373,TigerInc,SMB,Education,UK,31
374,AnatolyDynamics,Mid-Market,Logistics,Germany,430
375,DigitalSolutions,Mid-Market,Logistics,France,365
376,HelixTechnologies,SMB,Media,Germany,88
377,HelixTechnologies,Enterprise,Education,Brazil,3531
378,CloudSystems,Enterprise,Logistics,India,1245
379,CeltixTechnologies,SMB,Healthcare,UK,30
380,EulogCorp,SMB,Manufacturing,UK,13
381,CoinbaseCorp,Mid-Market,Professional Services,Australia,120
382,GlobalLabs,SMB,Retail,India,40
383,PrimeInnovations,SMB,Professional Services,Canada,49
384,SmartInnovations,Mid-Market,Technology,France,256
385,EliteInnovations,SMB,Logistics,USA,45
386,HelixInc,SMB,Financial Services/Fintech,Japan,17
387,PractoServices,SMB,Real Estate,France,58
388,GintarInc,Mid-Market,Technology,UK,180
389,CeltixInnovations,SMB,Media,UK,68
390,ProSystems,SMB,Real Estate,USA,99
391,GenpaxDynamics,SMB,Real Estate,India,61
392,DigitalInc,SMB,Media,France,33
393,DatadexGroup,Enterprise,Healthcare,Australia,1918
394,CoinbaseGroup,Enterprise,Professional Services,USA,3221
395,PrimeLabs,SMB,Technology,USA,47
396,DatadexInc,Mid-Market,Professional Services,Canada,294
397,IannisGroup,Mid-Market,Education,USA,412
398,NagelLabs,Mid-Market,Financial Services/Fintech,UK,462
399,CoinbaseSystems,SMB,Technology,USA,25
400,RadexDynamics,SMB,Media,UK,42
401,TigerLabs,Mid-Market,Logistics,Germany,290
402,HelixInc,SMB,Technology,Singapore,32
403,QestarSystems,SMB,Technology,UK,70
404,FraxCorp,SMB,Manufacturing,Germany,72
405,RevoxSystems,Enterprise,Media,USA,2554
406,SwellerDynamics,SMB,Media,Canada,43
407,AdvancedTechnologies,SMB,Professional Services,Japan,46
408,GintarLabs,SMB,Financial Services/Fintech,USA,23
409,QestarSystems,Enterprise,Media,USA,2782
410,HelixServices,SMB,Retail,USA,12
411,TigerCorp,SMB,Media,Canada,37
412,DatadexCorp,SMB,Retail,Germany,76
413,GintarSystems,SMB,Logistics,USA,22
414,SmartInnovations,SMB,Financial Services/Fintech,USA,98
415,EulogCorp,SMB,Healthcare,India,33
416,TexInc,Mid-Market,Technology,Canada,149
417,MinexTechnologies,SMB,Financial Services/Fintech,Canada,16
418,RevoxServices,Mid-Market,Professional Services,Japan,231
419,CeltixSolutions,SMB,Technology,UK,26
420,TexDynamics,SMB,Retail,Singapore,39
421,FraxInc,SMB,Real Estate,Brazil,91
422,DatadexServices,SMB,Financial Services/Fintech,USA,28
423,HelixGroup,SMB,Professional Services,Canada,73
424,PractoInnovations,SMB,Retail,Canada,78
425,DatadexSolutions,Mid-Market,Professional Services,India,297
426,FraxGroup,SMB,Professional Services,UK,58
427,MinexLabs,SMB,Professional Services,France,43
428,HelixCorp,SMB,Financial Services/Fintech,Brazil,59
429,DatadexSystems,SMB,Real Estate,India,87
430,MinexInnovations,SMB,Retail,Singapore,65
431,QestarInnovations,SMB,Healthcare,Germany,76
432,KraftInc,SMB,Retail,Singapore,91
433,AnatolySolutions,SMB,Media,USA,82
434,UpstoxSystems,SMB,Technology,Germany,10
435,LogixSolutions,SMB,Real Estate,France,28
436,TigerInc,SMB,Financial Services/Fintech,UK,51
437,CoinbaseCorp,SMB,Manufacturing,USA,21
438,FraxServices,SMB,Healthcare,Australia,32
439,PrimeInc,SMB,Technology,USA,56
440,ProTechnologies,SMB,Manufacturing,UK,48
441,HelixInc,SMB,Media,UK,72
442,PrimeSolutions,SMB,Retail,Brazil,65
443,GenpaxInc,SMB,Retail,USA,28
444,IannisLabs,SMB,Real Estate,India,25
445,SwellerSolutions,SMB,Financial Services/Fintech,USA,62
446,FraxInc,SMB,Financial Services/Fintech,Canada,10
447,DigitalDynamics,Mid-Market,Technology,Canada,233
448,IannisLabs,Enterprise,Education,Australia,509
449,NextSolutions,SMB,Media,India,28
450,RevoxInc,Mid-Market,Education,France,491
451,ProGroup,SMB,Professional Services,France,47
452,DigitalCorp,SMB,Healthcare,UK,68
453,LacerInnovations,Enterprise,Retail,Germany,2356
454,AnatolyInc,Mid-Market,Technology,Canada,393
455,NagelLabs,Enterprise,Education,USA,1444
456,IannisSolutions,SMB,Real Estate,Singapore,46
457,DigitalInc,SMB,Logistics,Singapore,92
458,DatadexGroup,SMB,Financial Services/Fintech,UK,65
459,OnyxServices,SMB,Retail,Singapore,90
460,AdvancedInnovations,SMB,Technology,France,73
461,JenixGroup,Enterprise,Manufacturing,UK,3292
462,PractoInnovations,SMB,Healthcare,UK,42
463,TexSystems,SMB,Professional Services,Brazil,83
464,IannisLabs,SMB,Real Estate,Germany,71
465,EliteServices,SMB,Media,UK,98
466,UpstoxSolutions,SMB,Real Estate,Australia,48
467,NextLabs,Enterprise,Professional Services,Australia,3128
468,TigerSystems,SMB,Logistics,Canada,56
469,CloudInc,SMB,Media,Australia,87
470,TigerCorp,Enterprise,Media,Canada,2743
471,TigerSystems,Enterprise,Technology,Germany,4194
472,SwellerSystems,Mid-Market,Real Estate,Singapore,414
473,DigitalServices,Enterprise,Retail,Brazil,922
474,SwellerSolutions,SMB,Professional Services,Germany,72
475,GlobalDynamics,Enterprise,Logistics,Japan,3929
476,AdvancedSolutions,SMB,Logistics,India,29
477,PractoGroup,Mid-Market,Financial Services/Fintech,USA,104
478,PractoDynamics,Mid-Market,Healthcare,Japan,145
479,LogixDynamics,SMB,Technology,USA,60
480,CloudCorp,SMB,Technology,UK,78
481,AdvancedSolutions,SMB,Manufacturing,Australia,42
482,AnatolyServices,Mid-Market,Technology,Canada,265
483,FraxTechnologies,SMB,Media,Canada,17
484,SwellerDynamics,Mid-Market,Manufacturing,France,369
485,DatadexInnovations,SMB,Logistics,USA,21
486,FraxInc,SMB,Retail,Brazil,13
487,UpstoxInnovations,Enterprise,Education,UK,3387
488,UpstoxSolutions,SMB,Healthcare,Japan,37
489,HelixLabs,SMB,Healthcare,UK,42
490,QestarLabs,SMB,Retail,Australia,74
491,QestarGroup,Mid-Market,Retail,Canada,461
492,LacerLabs,Enterprise,Education,Germany,515
493,RevoxLabs,Enterprise,Financial Services/Fintech,USA,3075
494,GintarInnovations,Mid-Market,Real Estate,UK,120
495,BartSolutions,SMB,Healthcare,USA,87
496,AnatolyCorp,SMB,Financial Services/Fintech,Australia,27
497,EliteSystems,SMB,Technology,Japan,72
498,FraxInc,SMB,Retail,USA,57
499,TechSystems,SMB,Manufacturing,Germany,20
500,GlobalTechnologies,SMB,Financial Services/Fintech,France,95
501,LacerGroup,SMB,Financial Services/Fintech,USA,30
502,MinexGroup,SMB,Healthcare,USA,92
503,SmartInc,Mid-Market,Logistics,USA,441
504,CloudServices,Enterprise,Manufacturing,USA,633
505,QestarSolutions,SMB,Real Estate,USA,82
506,OnyxLabs,Mid-Market,Technology,UK,394
507,RadexDynamics,Mid-Market,Education,UK,361
508,PrimeInnovations,SMB,Professional Services,India,81
509,TechServices,SMB,Logistics,India,31
510,FraxInnovations,SMB,Healthcare,France,67
511,LogixLabs,SMB,Logistics,Australia,59
512,GlobalGroup,Mid-Market,Manufacturing,UK,476
513,KraftDynamics,Enterprise,Media,UK,4243
514,SmartSystems,Enterprise,Real Estate,UK,4384
515,AdvancedSolutions,SMB,Technology,Australia,43
516,AnatolyServices,Enterprise,Logistics,Japan,3868
517,GlobalSolutions,SMB,Real Estate,USA,81
518,CoinbaseTechnologies,Mid-Market,Professional Services,Canada,456
519,KraftTechnologies,SMB,Technology,Germany,56
520,RadexDynamics,SMB,Professional Services,India,41
521,JenixSystems,SMB,Financial Services/Fintech,USA,91
522,OnyxSolutions,Enterprise,Logistics,USA,4347
523,CoinbaseInnovations,SMB,Professional Services,Singapore,98
524,AnatolyTechnologies,SMB,Real Estate,USA,10
525,LacerSystems,Enterprise,Media,Australia,3903
526,HelixDynamics,Enterprise,Education,India,713
527,KraftInnovations,SMB,Retail,Japan,56
528,QestarGroup,Mid-Market,Media,USA,125
529,CloudServices,SMB,Healthcare,UK,89
530,TexInc,SMB,Media,USA,37
531,BartTechnologies,SMB,Professional Services,Australia,36
532,EulogInnovations,SMB,Healthcare,Australia,51
533,LogixCorp,SMB,Media,Brazil,96
534,FraxTechnologies,SMB,Retail,Canada,10
535,CloudSystems,SMB,Real Estate,Australia,100
536,FraxInc,Mid-Market,Education,UK,221
537,RadexInc,Mid-Market,Professional Services,USA,202
538,TechSolutions,SMB,Logistics,UK,30
539,LacerServices,SMB,Technology,USA,26
540,CoinbaseCorp,SMB,Manufacturing,India,76
541,PractoGroup,Mid-Market,Logistics,Canada,225
542,GintarTechnologies,SMB,Financial Services/Fintech,USA,18
